l_s	l_l	R	theta	
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.46771	 0.02500	 -0.39841
	 0.44842	 0.47015	 0.02500	 -0.39649
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.49547	 0.02500	 -0.39841
	 0.45686	 0.49463	 0.02500	 -0.39841
	 0.45686	 0.45667	 0.02500	 -0.39841
	 0.45686	 0.47540	 0.02500	 -0.39841
	 0.45686	 0.47085	 0.02500	 -0.39841
	 0.46347	 0.49543	 0.02500	 -0.38404
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.46176	 0.47736	 0.02500	 -0.38368
	 0.45686	 0.47716	 0.02500	 -0.39841
	 0.45686	 0.47502	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47107	 0.02500	 -0.39841
	 0.46752	 0.47737	 0.02500	 -0.38487
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47474	 0.02500	 -0.39841
	 0.45686	 0.47421	 0.02500	 -0.39841
	 0.45686	 0.47191	 0.02500	 -0.39841
	 0.45686	 0.42370	 0.02329	 -0.36271
	 0.45686	 0.47622	 0.02368	 -0.36736
	 0.45686	 0.47631	 0.02500	 -0.39841
	 0.45686	 0.49798	 0.02500	 -0.39841
	 0.45686	 0.49190	 0.02500	 -0.39841
	 0.45686	 0.49165	 0.02500	 -0.39841
	 0.45686	 0.43479	 0.02449	 -0.37678
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.44704	 0.49478	 0.02500	 -0.39618
	 0.45686	 0.47290	 0.02500	 -0.39841
	 0.45686	 0.47655	 0.02500	 -0.39841
	 0.45686	 0.46991	 0.02500	 -0.39841
	 0.45686	 0.49168	 0.02500	 -0.39841
	 0.45686	 0.47714	 0.02500	 -0.39841
	 0.45686	 0.47736	 0.02500	 -0.39841
	 0.48000	 0.47608	 0.02462	 -0.38290
	 0.45686	 0.47603	 0.02500	 -0.39841
	 0.45686	 0.47722	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.45686	 0.47540	 0.02500	 -0.39841
	 0.44884	 0.47320	 0.02500	 -0.39658
	 0.45686	 0.47716	 0.02500	 -0.39841
	 0.45686	 0.47620	 0.02319	 -0.36160
	 0.45686	 0.47136	 0.02361	 -0.36656
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.43029	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.48079	 0.02500	 -0.39841
	 0.45686	 0.47107	 0.02178	 -0.34464
	 0.45686	 0.47085	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.46179	 0.47207	 0.02500	 -0.38369
	 0.44362	 0.47602	 0.02376	 -0.36572
	 0.45686	 0.47137	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.49478	 0.02500	 -0.39841
	 0.45686	 0.47191	 0.02500	 -0.39841
	 0.45686	 0.43896	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.39092	 0.02500	 -0.39841
	 0.45686	 0.47421	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45661	 0.47622	 0.02500	 -0.39835
	 0.35675	 0.47421	 0.02500	 -0.37287
	 0.45686	 0.46065	 0.02500	 -0.39841
	 0.45686	 0.47722	 0.02500	 -0.39841
	 0.45686	 0.47622	 0.02500	 -0.39841
	 0.45686	 0.47137	 0.02500	 -0.39841
	 0.46479	 0.47421	 0.02500	 -0.38431
	 0.45686	 0.45676	 0.02500	 -0.39841
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.47340	 0.02500	 -0.39841
	 0.45686	 0.47137	 0.02500	 -0.39841
	 0.45686	 0.48951	 0.02500	 -0.39841
	 0.45924	 0.47717	 0.02500	 -0.38315
	 0.45686	 0.48079	 0.02500	 -0.39841
	 0.45686	 0.49168	 0.02500	 -0.39841
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45686	 0.47668	 0.02500	 -0.39841
	 0.45686	 0.49403	 0.02500	 -0.39841
	 0.45686	 0.48345	 0.02500	 -0.39841
	 0.45686	 0.46991	 0.02320	 -0.36174
	 0.45686	 0.47714	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.45524	 0.02500	 -0.39841
	 0.45811	 0.47717	 0.02500	 -0.38291
	 0.45841	 0.46490	 0.02327	 -0.36284
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.48621	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.48084	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.45481	 0.47714	 0.02500	 -0.39795
	 0.45686	 0.47631	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.47025	 0.02500	 -0.39841
	 0.46916	 0.47606	 0.02500	 -0.38521
	 0.45686	 0.48216	 0.02500	 -0.39841
	 0.45686	 0.49168	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02407	 -0.37188
	 0.45686	 0.47717	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.49811	 0.47608	 0.02500	 -0.39091
	 0.45686	 0.47668	 0.02466	 -0.37875
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.47142	 0.45687	 0.02500	 -0.38567
	 0.45686	 0.48927	 0.02462	 -0.37826
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.47576	 0.02500	 -0.39841
	 0.45686	 0.47054	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.48232	 0.02500	 -0.39841
	 0.45686	 0.48382	 0.02500	 -0.39841
	 0.43533	 0.47023	 0.02500	 -0.39352
	 0.45686	 0.44071	 0.02500	 -0.39841
	 0.48560	 0.48084	 0.02500	 -0.38850
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.45686	 0.47722	 0.02500	 -0.39841
	 0.45686	 0.48621	 0.02500	 -0.39841
	 0.46002	 0.44495	 0.02405	 -0.37235
	 0.45686	 0.47668	 0.02500	 -0.39841
	 0.45686	 0.47134	 0.02500	 -0.39841
	 0.45686	 0.44704	 0.02500	 -0.39841
	 0.45686	 0.43540	 0.02500	 -0.39841
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45686	 0.47589	 0.02500	 -0.39841
	 0.45686	 0.47010	 0.02500	 -0.39841
	 0.45686	 0.48128	 0.02500	 -0.39841
	 0.45686	 0.45236	 0.02500	 -0.39841
	 0.45686	 0.49168	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.46358	 0.02500	 -0.39841
	 0.45686	 0.48192	 0.02500	 -0.39841
	 0.45686	 0.47137	 0.02500	 -0.39841
	 0.45686	 0.47107	 0.02476	 -0.37992
	 0.45686	 0.46996	 0.02500	 -0.39841
	 0.45686	 0.47635	 0.02500	 -0.39841
	 0.45700	 0.42776	 0.02500	 -0.39844
	 0.45686	 0.48393	 0.02500	 -0.39841
	 0.45686	 0.47025	 0.02500	 -0.39841
	 0.45686	 0.47137	 0.02500	 -0.39841
	 0.45686	 0.47668	 0.02500	 -0.39841
	 0.45686	 0.47134	 0.02500	 -0.39841
	 0.45686	 0.48044	 0.02500	 -0.39841
	 0.44306	 0.47608	 0.02500	 -0.39529
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45686	 0.48621	 0.02500	 -0.39841
	 0.47823	 0.47023	 0.02500	 -0.38704
	 0.45700	 0.47930	 0.02500	 -0.39844
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.43212	 0.47608	 0.02500	 -0.39277
	 0.46603	 0.48232	 0.02500	 -0.38457
	 0.45686	 0.45236	 0.02500	 -0.39841
	 0.46306	 0.47608	 0.02500	 -0.38395
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45686	 0.47134	 0.02500	 -0.39841
	 0.45686	 0.49168	 0.02500	 -0.39841
	 0.45686	 0.48431	 0.02494	 -0.38201
	 0.45686	 0.47618	 0.02500	 -0.39841
	 0.45686	 0.48369	 0.02500	 -0.39841
	 0.46282	 0.47644	 0.02500	 -0.38390
	 0.45686	 0.47025	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45686	 0.48621	 0.02500	 -0.39841
	 0.48194	 0.47619	 0.02500	 -0.38778
	 0.45686	 0.47125	 0.02269	 -0.35571
	 0.47827	 0.42776	 0.02500	 -0.38705
	 0.45686	 0.47589	 0.02500	 -0.39841
	 0.45686	 0.48621	 0.02500	 -0.39841
	 0.45686	 0.45876	 0.02500	 -0.39841
	 0.42531	 0.47023	 0.02500	 -0.39116
	 0.45686	 0.47608	 0.02479	 -0.38027
	 0.45700	 0.42776	 0.02500	 -0.39844
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.47635	 0.02500	 -0.39841
	 0.45686	 0.48393	 0.02500	 -0.39841
	 0.45686	 0.47556	 0.02500	 -0.39841
	 0.45686	 0.46475	 0.02500	 -0.39841
	 0.46984	 0.48621	 0.02500	 -0.38535
	 0.45686	 0.48077	 0.02460	 -0.37804
	 0.45686	 0.44676	 0.02500	 -0.39841
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.42313	 0.02500	 -0.39844
	 0.45700	 0.47920	 0.02500	 -0.39844
	 0.45700	 0.43550	 0.02500	 -0.39844
	 0.44048	 0.47608	 0.02389	 -0.36655
	 0.45686	 0.47134	 0.02478	 -0.38019
	 0.45343	 0.47608	 0.02500	 -0.39763
	 0.45700	 0.45899	 0.02500	 -0.39844
	 0.45686	 0.46972	 0.02500	 -0.39841
	 0.45686	 0.46526	 0.02500	 -0.39841
	 0.45686	 0.45090	 0.02500	 -0.39841
	 0.45686	 0.47023	 0.02500	 -0.39841
	 0.45686	 0.45876	 0.02500	 -0.39841
	 0.45686	 0.47892	 0.02500	 -0.39841
	 0.45700	 0.42776	 0.02500	 -0.39844
	 0.47009	 0.44085	 0.02500	 -0.38540
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.44256	 0.47505	 0.02500	 -0.39517
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45686	 0.48286	 0.02500	 -0.39841
	 0.46967	 0.47668	 0.02500	 -0.38532
	 0.45686	 0.47635	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.44125	 0.47478	 0.02500	 -0.39487
	 0.43789	 0.42776	 0.02500	 -0.39411
	 0.45686	 0.48382	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.43002	 0.47556	 0.02500	 -0.39228
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.48232	 0.02500	 -0.39841
	 0.45686	 0.41693	 0.02500	 -0.39841
	 0.45700	 0.47930	 0.02500	 -0.39844
	 0.45686	 0.47668	 0.02500	 -0.39841
	 0.45686	 0.45895	 0.02500	 -0.39841
	 0.45686	 0.49814	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45700	 0.42776	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.47930	 0.02334	 -0.36338
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45687	 0.42737	 0.02500	 -0.39841
	 0.45699	 0.49385	 0.02500	 -0.39844
	 0.45563	 0.43540	 0.02500	 -0.39813
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.47920	 0.02500	 -0.39844
	 0.45700	 0.42313	 0.02500	 -0.39844
	 0.45700	 0.42776	 0.02500	 -0.39844
	 0.44605	 0.42313	 0.02500	 -0.39596
	 0.45686	 0.47334	 0.02500	 -0.39841
	 0.45700	 0.43958	 0.02500	 -0.39844
	 0.45686	 0.48382	 0.02500	 -0.39841
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.39159	 0.02500	 -0.39844
	 0.45686	 0.47668	 0.02500	 -0.39841
	 0.45686	 0.47556	 0.02500	 -0.39841
	 0.45686	 0.47608	 0.02500	 -0.39841
	 0.45686	 0.46956	 0.02500	 -0.39841
	 0.45686	 0.47623	 0.02500	 -0.39841
	 0.45686	 0.45938	 0.02500	 -0.39841
	 0.46844	 0.47505	 0.02500	 -0.38506
	 0.48793	 0.47422	 0.02500	 -0.38895
	 0.45700	 0.43633	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.46207	 0.47930	 0.02500	 -0.38375
	 0.45700	 0.45891	 0.02500	 -0.39844
	 0.44616	 0.44050	 0.02500	 -0.39598
	 0.45700	 0.47930	 0.02395	 -0.37059
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.47920	 0.02500	 -0.39844
	 0.45700	 0.47930	 0.02500	 -0.39844
	 0.45700	 0.45899	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45686	 0.48286	 0.02500	 -0.39841
	 0.43951	 0.44676	 0.02500	 -0.39448
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.46216	 0.42017	 0.02500	 -0.38376
	 0.45700	 0.49325	 0.02194	 -0.34662
	 0.45700	 0.47564	 0.02500	 -0.39844
	 0.45700	 0.39159	 0.02500	 -0.39844
	 0.45700	 0.43550	 0.02500	 -0.39844
	 0.45700	 0.44504	 0.02500	 -0.39844
	 0.44528	 0.38811	 0.02500	 -0.39579
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.47930	 0.02500	 -0.39844
	 0.45700	 0.44983	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45444	 0.47930	 0.02500	 -0.39786
	 0.40197	 0.47930	 0.02500	 -0.38539
	 0.45470	 0.45899	 0.02500	 -0.39792
	 0.45700	 0.47920	 0.02500	 -0.39844
	 0.45700	 0.45899	 0.02500	 -0.39844
	 0.44421	 0.43540	 0.02500	 -0.39554
	 0.45700	 0.45899	 0.02500	 -0.39844
	 0.45700	 0.39306	 0.02500	 -0.39844
	 0.45700	 0.49929	 0.02500	 -0.39844
	 0.47364	 0.48015	 0.02500	 -0.38612
	 0.44711	 0.49289	 0.02500	 -0.39619
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.49210	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02466	 -0.37881
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45929	 0.37892	 0.02464	 -0.37903
	 0.45700	 0.43639	 0.02500	 -0.39844
	 0.45700	 0.47458	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.49808	 0.02500	 -0.39844
	 0.45700	 0.49885	 0.02500	 -0.39844
	 0.48686	 0.47505	 0.02500	 -0.38875
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.47284	 0.02500	 -0.39844
	 0.45700	 0.43761	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.43857	 0.02500	 -0.39844
	 0.45700	 0.47362	 0.02500	 -0.39844
	 0.45700	 0.39306	 0.02458	 -0.37784
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.48701	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.45700	 0.45273	 0.02500	 -0.39844
	 0.45700	 0.38347	 0.02500	 -0.39844
	 0.45700	 0.48442	 0.02256	 -0.35417
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.45899	 0.02500	 -0.39844
	 0.38926	 0.47504	 0.02500	 -0.38206
	 0.45700	 0.49985	 0.02500	 -0.39844
	 0.45700	 0.49808	 0.02480	 -0.38038
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.49159	 0.02500	 -0.39844
	 0.47808	 0.47557	 0.02500	 -0.38701
	 0.45700	 0.49210	 0.02500	 -0.39844
	 0.45508	 0.48994	 0.02500	 -0.39801
	 0.45735	 0.47505	 0.02500	 -0.38275
	 0.45700	 0.38296	 0.02500	 -0.39844
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.39387	 0.43974	 0.02500	 -0.38328
	 0.45700	 0.47600	 0.02468	 -0.37903
	 0.45700	 0.49290	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.47546	 0.02500	 -0.39844
	 0.47364	 0.49343	 0.02500	 -0.38612
	 0.45700	 0.43540	 0.02500	 -0.39844
	 0.47594	 0.43540	 0.02500	 -0.38659
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.46251	 0.02500	 -0.39844
	 0.45700	 0.45904	 0.02500	 -0.39844
	 0.45700	 0.47500	 0.02500	 -0.39844
	 0.45700	 0.45010	 0.02288	 -0.35796
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.39306	 0.02500	 -0.39844
	 0.46093	 0.49385	 0.02500	 -0.38351
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.48701	 0.02500	 -0.39844
	 0.45700	 0.49885	 0.02500	 -0.39844
	 0.45700	 0.47510	 0.02246	 -0.35299
	 0.45700	 0.47542	 0.02500	 -0.39844
	 0.45700	 0.45193	 0.02473	 -0.37960
	 0.41120	 0.47362	 0.02500	 -0.38772
	 0.45700	 0.45273	 0.02500	 -0.39844
	 0.44385	 0.34064	 0.02500	 -0.39546
	 0.45700	 0.49985	 0.02500	 -0.39844
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45564	 0.45899	 0.02500	 -0.39813
	 0.45700	 0.43761	 0.02500	 -0.39844
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.46940	 0.02500	 -0.39844
	 0.43558	 0.47466	 0.02374	 -0.36390
	 0.45700	 0.47215	 0.02500	 -0.39844
	 0.45700	 0.38347	 0.02500	 -0.39844
	 0.45700	 0.45873	 0.02500	 -0.39844
	 0.45700	 0.47484	 0.02500	 -0.39844
	 0.45049	 0.48302	 0.02500	 -0.39696
	 0.45700	 0.45166	 0.02500	 -0.39844
	 0.45700	 0.44000	 0.02500	 -0.39844
	 0.45700	 0.47266	 0.02500	 -0.39844
	 0.45700	 0.49328	 0.02500	 -0.39844
	 0.45700	 0.47562	 0.02480	 -0.38045
	 0.45700	 0.49808	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.45700	 0.45899	 0.02500	 -0.39844
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.38375	 0.02500	 -0.39844
	 0.45700	 0.49385	 0.02500	 -0.39844
	 0.45700	 0.49629	 0.02500	 -0.39844
	 0.45700	 0.47505	 0.02500	 -0.39844
	 0.43405	 0.47362	 0.02500	 -0.39322
	 0.45700	 0.47505	 0.02500	 -0.39844
