Time,Extension,Load,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(mm/mm),(MPa)
"50.80000","1.84928","17.14818","0.00398","150.41049"
"50.90000","1.85135","17.17889","0.00398","150.67990"
"51.00000","1.85383","17.21036","0.00399","150.95592"
"51.10000","1.85679","17.24583","0.00400","151.26703"
"51.20000","1.85901","17.28015","0.00401","151.56804"
"51.30000","1.86130","17.30546","0.00402","151.79008"
"51.40000","1.86413","17.34904","0.00402","152.17230"
"51.50000","1.86649","17.38103","0.00403","152.45288"
"51.60000","1.86869","17.40791","0.00404","152.68863"
"51.70000","1.87146","17.44468","0.00405","153.01122"
"51.80000","1.87402","17.47851","0.00406","153.30794"
"51.90000","1.87614","17.50969","0.00406","153.58139"
"52.00000","1.87885","17.54570","0.00407","153.89725"
"52.10000","1.88160","17.58501","0.00408","154.24203"
"52.20000","1.88376","17.61195","0.00409","154.47836"
"52.30000","1.88630","17.64358","0.00409","154.75578"
"52.40000","1.88921","17.68490","0.00410","155.11819"
"52.50000","1.89135","17.70678","0.00411","155.31010"
"52.60000","1.89374","17.74297","0.00412","155.62755"
"52.70000","1.89677","17.77980","0.00413","155.95058"
"52.80000","1.89893","17.81246","0.00413","156.23705"
"52.90000","1.90114","17.84626","0.00414","156.53357"
"53.00000","1.90416","17.88063","0.00415","156.83501"
"53.10000","1.90663","17.91066","0.00416","157.09842"
"53.20000","1.90866","17.94035","0.00416","157.35881"
"53.30000","1.91143","17.97521","0.00417","157.66455"
"53.40000","1.91416","18.01237","0.00418","157.99052"
"53.50000","1.91613","18.03324","0.00419","158.17358"
"53.60000","1.91874","18.07366","0.00420","158.52811"
"53.70000","1.92168","18.10859","0.00421","158.83452"
"53.80000","1.92369","18.13275","0.00421","159.04640"
"53.90000","1.92610","18.17048","0.00422","159.37737"
"54.00000","1.92918","18.21006","0.00423","159.72455"
"54.10000","1.93140","18.23984","0.00424","159.98572"
"54.20000","1.93358","18.26245","0.00424","160.18399"
"54.30000","1.93663","18.30424","0.00425","160.55061"
"54.40000","1.93912","18.33680","0.00426","160.83617"
"54.50000","1.94114","18.36184","0.00427","161.05582"
"54.60000","1.94407","18.40042","0.00428","161.39418"
"54.70000","1.94679","18.43401","0.00428","161.68878"
"54.80000","1.94871","18.45832","0.00429","161.90207"
"54.90000","1.95138","18.49760","0.00430","162.24663"
"55.00000","1.95439","18.53655","0.00431","162.58821"
"55.10000","1.95634","18.56331","0.00431","162.82295"
"55.20000","1.95872","18.58910","0.00432","163.04916"
"55.30000","1.96171","18.63035","0.00433","163.41096"
"55.40000","1.96388","18.66106","0.00434","163.68036"
"55.50000","1.96616","18.68712","0.00434","163.90889"
"55.60000","1.96906","18.72867","0.00435","164.27335"
"55.70000","1.97144","18.75895","0.00436","164.53894"
"55.80000","1.97364","18.78973","0.00437","164.80891"
"55.90000","1.97646","18.82707","0.00438","165.13643"
"56.00000","1.97906","18.85721","0.00439","165.40082"
"56.10000","1.98116","18.89267","0.00439","165.71187"
"56.20000","1.98385","18.92111","0.00440","165.96126"
"56.30000","1.98673","18.95944","0.00441","166.29749"
"56.40000","1.98880","18.98879","0.00442","166.55495"
"56.50000","1.99134","19.02277","0.00442","166.85298"
"56.60000","1.99425","19.05627","0.00443","167.14677"
"56.70000","1.99632","19.08330","0.00444","167.38387"
"56.80000","1.99876","19.11601","0.00445","167.67079"
"56.90000","2.00170","19.15588","0.00446","168.02051"
"57.00000","2.00397","19.18049","0.00446","168.23634"
"57.10000","2.00618","19.21264","0.00447","168.51831"
"57.20000","2.00901","19.24765","0.00448","168.82547"
"57.30000","2.01149","19.27675","0.00449","169.08066"
"57.40000","2.01364","19.30993","0.00449","169.37172"
"57.50000","2.01642","19.34271","0.00450","169.65923"
"57.60000","2.01905","19.37506","0.00451","169.94299"
"57.70000","2.02114","19.40704","0.00452","170.22346"
"57.80000","2.02382","19.43891","0.00453","170.50302"
"57.90000","2.02655","19.47676","0.00453","170.83502"
"58.00000","2.02873","19.50225","0.00454","171.05864"
"58.10000","2.03128","19.53694","0.00455","171.36288"
"58.20000","2.03420","19.58043","0.00456","171.74429"
"58.30000","2.03639","19.60542","0.00456","171.96349"
"58.40000","2.03879","19.63675","0.00457","172.23830"
"58.50000","2.04172","19.67607","0.00458","172.58319"
"58.60000","2.04393","19.70549","0.00459","172.84129"
"58.70000","2.04624","19.73635","0.00460","173.11189"
"58.80000","2.04922","19.77236","0.00461","173.42783"
"58.90000","2.05162","19.80214","0.00461","173.68896"
"59.00000","2.05365","19.83229","0.00462","173.95349"
"59.10000","2.05651","19.87135","0.00463","174.29608"
"59.20000","2.05922","19.90066","0.00464","174.55310"
"59.30000","2.06115","19.92553","0.00464","174.77126"
"59.40000","2.06382","19.96577","0.00465","175.12422"
"59.50000","2.06674","19.99409","0.00466","175.37267"
"59.60000","2.06871","20.02530","0.00467","175.64636"
"59.70000","2.07113","20.06086","0.00467","175.95825"
"59.80000","2.07425","20.09619","0.00468","176.26820"
"59.90000","2.07637","20.13052","0.00469","176.56926"
"60.00000","2.07856","20.15475","0.00470","176.78185"
"60.10000","2.08167","20.19916","0.00471","177.17136"
"60.20000","2.08415","20.22660","0.00471","177.41206"
"60.30000","2.08610","20.25698","0.00472","177.67848"
"60.40000","2.08898","20.29175","0.00473","177.98351"
"60.50000","2.09178","20.32508","0.00474","178.27583"
"60.60000","2.09368","20.35114","0.00474","178.50436"
"60.70000","2.09628","20.38849","0.00475","178.83205"
"60.80000","2.09940","20.43088","0.00476","179.20380"
"60.90000","2.10130","20.45337","0.00477","179.40105"
"61.00000","2.10362","20.48280","0.00478","179.65921"
"61.10000","2.10672","20.52147","0.00479","179.99837"
"61.20000","2.10898","20.55673","0.00479","180.30768"
"61.30000","2.11105","20.58023","0.00480","180.51384"
"61.40000","2.11396","20.61960","0.00481","180.85913"
"61.50000","2.11652","20.65446","0.00482","181.16493"
"61.60000","2.11861","20.68733","0.00482","181.45320"
"61.70000","2.12129","20.71667","0.00483","181.71051"
"61.80000","2.12416","20.75006","0.00484","182.00346"
"61.90000","2.12625","20.78169","0.00485","182.28084"
"62.00000","2.12869","20.81431","0.00485","182.56697"
"62.10000","2.13176","20.85643","0.00486","182.93645"
"62.20000","2.13394","20.88563","0.00487","183.19250"
"62.30000","2.13625","20.91479","0.00488","183.44832"
"62.40000","2.13911","20.95446","0.00489","183.79630"
"62.50000","2.14155","20.98707","0.00489","184.08231"
"62.60000","2.14385","21.01549","0.00490","184.33156"
"62.70000","2.14662","21.05119","0.00491","184.64470"
"62.80000","2.14911","21.08818","0.00492","184.96916"
"62.90000","2.15132","21.11922","0.00493","185.24138"
"63.00000","2.15396","21.14852","0.00493","185.49835"
"63.10000","2.15658","21.18531","0.00494","185.82109"
"63.20000","2.15880","21.21707","0.00495","186.09962"
"63.30000","2.16144","21.24913","0.00496","186.38087"
"63.40000","2.16399","21.28282","0.00496","186.67639"
"63.50000","2.16626","21.31471","0.00497","186.95605"
"63.60000","2.16882","21.34431","0.00498","187.21570"
"63.70000","2.17153","21.38100","0.00499","187.53751"
"63.80000","2.17377","21.40826","0.00500","187.77663"
"63.90000","2.17629","21.44456","0.00500","188.09499"
"64.00000","2.17922","21.48277","0.00501","188.43013"
"64.10000","2.18139","21.51392","0.00502","188.70337"
"64.20000","2.18377","21.53359","0.00503","188.87592"
"64.30000","2.18661","21.57694","0.00504","189.25621"
"64.40000","2.18894","21.61383","0.00504","189.57977"
"64.50000","2.19120","21.64597","0.00505","189.86163"
"64.60000","2.19412","21.67586","0.00506","190.12381"
"64.70000","2.19659","21.70621","0.00507","190.39006"
"64.80000","2.19861","21.73563","0.00507","190.64810"
"64.90000","2.20138","21.77429","0.00508","190.98720"
"65.00000","2.20415","21.80891","0.00509","191.29085"
"65.10000","2.20611","21.83229","0.00510","191.49588"
"65.20000","2.20866","21.86896","0.00510","191.81752"
"65.30000","2.21165","21.90405","0.00511","192.12527"
"65.40000","2.21376","21.93535","0.00512","192.39983"
"65.50000","2.21607","21.96212","0.00513","192.63464"
"65.60000","2.21909","22.00278","0.00514","192.99132"
"65.70000","2.22143","22.03217","0.00514","193.24911"
"65.80000","2.22354","22.06159","0.00515","193.50716"
"65.90000","2.22658","22.09824","0.00516","193.82857"
"66.00000","2.22926","22.13628","0.00517","194.16229"
"66.10000","2.23116","22.16122","0.00518","194.38100"
"66.20000","2.23388","22.19867","0.00518","194.70953"
"66.30000","2.23680","22.23143","0.00519","194.99684"
"66.40000","2.23878","22.26058","0.00520","195.25249"
"66.50000","2.24131","22.29190","0.00521","195.52722"
"66.60000","2.24441","22.33499","0.00522","195.90523"
"66.70000","2.24643","22.36019","0.00522","196.12625"
"66.80000","2.24870","22.38566","0.00523","196.34959"
"66.90000","2.25179","22.42835","0.00524","196.72409"
"67.00000","2.25403","22.46558","0.00525","197.05061"
"67.10000","2.25613","22.48388","0.00525","197.21118"
"67.20000","2.25893","22.52687","0.00526","197.58823"
"67.30000","2.26156","22.55702","0.00527","197.85265"
"67.40000","2.26366","22.58543","0.00528","198.10190"
"67.50000","2.26629","22.61748","0.00529","198.38298"
"67.60000","2.26915","22.65695","0.00529","198.72920"
"67.70000","2.27124","22.68619","0.00530","198.98561"
"67.80000","2.27378","22.71609","0.00531","199.24791"
"67.90000","2.27675","22.75591","0.00532","199.59718"
"68.00000","2.27890","22.78382","0.00532","199.84201"
"68.10000","2.28120","22.81236","0.00533","200.09233"
"68.20000","2.28413","22.85244","0.00534","200.44383"
"68.30000","2.28651","22.88183","0.00535","200.70161"
"68.40000","2.28875","22.91186","0.00536","200.96506"
"68.50000","2.29160","22.95046","0.00536","201.30365"
"68.60000","2.29405","22.98156","0.00537","201.57639"
"68.70000","2.29622","23.00575","0.00538","201.78859"
"68.80000","2.29892","23.04432","0.00539","202.12686"
"68.90000","2.30154","23.07469","0.00540","202.39326"
"69.00000","2.30369","23.10373","0.00540","202.64799"
"69.10000","2.30623","23.13989","0.00541","202.96513"
"69.20000","2.30905","23.17717","0.00542","203.29211"
"69.30000","2.31125","23.20424","0.00543","203.52956"
"69.40000","2.31366","23.24050","0.00543","203.84758"
"69.50000","2.31653","23.27820","0.00544","204.17827"
"69.60000","2.31879","23.30380","0.00545","204.40286"
"69.70000","2.32122","23.33726","0.00546","204.69632"
"69.80000","2.32419","23.37299","0.00547","205.00975"
"69.90000","2.32647","23.40581","0.00547","205.29762"
"70.00000","2.32873","23.43221","0.00548","205.52913"
"70.10000","2.33160","23.47208","0.00549","205.87885"
"70.20000","2.33411","23.50711","0.00550","206.18613"
"70.30000","2.33627","23.53485","0.00550","206.42941"
"70.40000","2.33912","23.57332","0.00551","206.76688"
"70.50000","2.34171","23.60250","0.00552","207.02278"
"70.60000","2.34375","23.62826","0.00553","207.24875"
"70.70000","2.34642","23.66279","0.00554","207.55161"
"70.80000","2.34928","23.70460","0.00555","207.91830"
"70.90000","2.35120","23.72661","0.00555","208.11142"
"71.00000","2.35365","23.75972","0.00556","208.40182"
"71.10000","2.35671","23.80391","0.00557","208.78944"
"71.20000","2.35892","23.83056","0.00558","209.02315"
"71.30000","2.36112","23.85813","0.00558","209.26495"
"71.40000","2.36406","23.90028","0.00559","209.63472"
"71.50000","2.36651","23.92684","0.00560","209.86766"
"71.60000","2.36859","23.95647","0.00561","210.12759"
"71.70000","2.37150","23.99164","0.00562","210.43602"
"71.80000","2.37425","24.02643","0.00562","210.74121"
"71.90000","2.37617","24.05247","0.00563","210.96957"
"72.00000","2.37880","24.08710","0.00564","211.27333"
"72.10000","2.38185","24.12628","0.00565","211.61699"
"72.20000","2.38385","24.15301","0.00565","211.85149"
"72.30000","2.38628","24.18611","0.00566","212.14174"
"72.40000","2.38931","24.22923","0.00567","212.52000"
"72.50000","2.39138","24.25250","0.00568","212.72409"
"72.60000","2.39364","24.28377","0.00568","212.99835"
"72.70000","2.39661","24.32032","0.00569","213.31900"
"72.80000","2.39901","24.35221","0.00570","213.59863"
"72.90000","2.40100","24.37760","0.00571","213.82137"
"73.00000","2.40382","24.41114","0.00572","214.11555"
"73.10000","2.40662","24.45391","0.00573","214.49066"
"73.20000","2.40858","24.47416","0.00573","214.66832"
"73.30000","2.41119","24.51287","0.00574","215.00784"
"73.40000","2.41419","24.54787","0.00575","215.31485"
"73.50000","2.41626","24.57339","0.00576","215.53867"
"73.60000","2.41865","24.61343","0.00576","215.88986"
"73.70000","2.42175","24.64925","0.00577","216.20406"
"73.80000","2.42395","24.67445","0.00578","216.42509"
"73.90000","2.42610","24.70420","0.00579","216.68602"
"74.00000","2.42912","24.74425","0.00580","217.03732"
"74.10000","2.43169","24.77554","0.00580","217.31178"
"74.20000","2.43378","24.80607","0.00581","217.57962"
"74.30000","2.43649","24.83764","0.00582","217.85648"
"74.40000","2.43923","24.87788","0.00583","218.20943"
"74.50000","2.44137","24.90407","0.00583","218.43913"
"74.60000","2.44390","24.93738","0.00584","218.73134"
"74.70000","2.44664","24.97495","0.00585","219.06084"
"74.80000","2.44882","24.99920","0.00586","219.27356"
"74.90000","2.45130","25.03181","0.00587","219.55963"
"75.00000","2.45407","25.06810","0.00587","219.87791"
"75.10000","2.45635","25.09728","0.00588","220.13383"
"75.20000","2.45876","25.13170","0.00589","220.43578"
"75.30000","2.46152","25.16329","0.00590","220.71288"
"75.40000","2.46385","25.19416","0.00590","220.98364"
"75.50000","2.46630","25.22936","0.00591","221.29234"
"75.60000","2.46912","25.26504","0.00592","221.60527"
"75.70000","2.47144","25.29533","0.00593","221.87100"
"75.80000","2.47372","25.32034","0.00594","222.09036"
"75.90000","2.47657","25.36302","0.00594","222.46471"
"76.00000","2.47909","25.39354","0.00595","222.73242"
"76.10000","2.48126","25.42489","0.00596","223.00742"
"76.20000","2.48410","25.45870","0.00597","223.30396"
"76.30000","2.48661","25.49010","0.00598","223.57935"
"76.40000","2.48868","25.52044","0.00598","223.84547"
"76.50000","2.49140","25.55365","0.00599","224.13675"
"76.60000","2.49418","25.58990","0.00600","224.45476"
"76.70000","2.49614","25.61565","0.00601","224.68062"
"76.80000","2.49859","25.64509","0.00601","224.93878"
"76.90000","2.50171","25.68746","0.00602","225.31049"
"77.00000","2.50382","25.71663","0.00603","225.56633"
"77.10000","2.50604","25.74289","0.00604","225.79662"
"77.20000","2.50909","25.78617","0.00605","226.17627"
"77.30000","2.51151","25.81930","0.00605","226.46681"
"77.40000","2.51353","25.84585","0.00606","226.69969"
"77.50000","2.51646","25.87852","0.00607","226.98624"
"77.60000","2.51933","25.91928","0.00608","227.34380"
"77.70000","2.52110","25.94310","0.00608","227.55276"
"77.80000","2.52384","25.98321","0.00609","227.90457"
"77.90000","2.52701","26.02380","0.00610","228.26053"
"78.00000","2.52880","26.04495","0.00611","228.44606"
"78.10000","2.53113","26.07754","0.00612","228.73196"
"78.20000","2.53444","26.12029","0.00613","229.10686"
"78.30000","2.53655","26.14929","0.00613","229.36128"
"78.40000","2.53858","26.17401","0.00614","229.57806"
"78.50000","2.54171","26.21198","0.00615","229.91116"
"78.60000","2.54416","26.24554","0.00616","230.20554"
"78.70000","2.54603","26.27079","0.00616","230.42694"
"78.80000","2.54888","26.30818","0.00617","230.75491"
"78.90000","2.55175","26.34613","0.00618","231.08781"
"79.00000","2.55365","26.36492","0.00619","231.25262"
"79.10000","2.55616","26.39963","0.00619","231.55702"
"79.20000","2.55920","26.44565","0.00620","231.96074"
"79.30000","2.56133","26.46789","0.00621","232.15576"
"79.40000","2.56368","26.50067","0.00622","232.44333"
"79.50000","2.56667","26.54134","0.00623","232.80003"
"79.60000","2.56894","26.57045","0.00623","233.05533"
"79.70000","2.57118","26.59924","0.00624","233.30789"
"79.80000","2.57411","26.63734","0.00625","233.64207"
"79.90000","2.57663","26.67115","0.00626","233.93866"
"80.00000","2.57868","26.69826","0.00626","234.17636"
"80.10000","2.58147","26.73261","0.00627","234.47769"
"80.20000","2.58413","26.77003","0.00628","234.80589"
"80.30000","2.58626","26.79869","0.00629","235.05734"
"80.40000","2.58885","26.83000","0.00630","235.33189"
"80.50000","2.59154","26.86657","0.00630","235.65271"
"80.60000","2.59369","26.89379","0.00631","235.89143"
"80.70000","2.59625","26.92957","0.00632","236.20528"
"80.80000","2.59905","26.96398","0.00633","236.50706"
"80.90000","2.60128","26.99376","0.00634","236.76826"
"81.00000","2.60373","27.02557","0.00634","237.04735"
"81.10000","2.60653","27.05903","0.00635","237.34077"
"81.20000","2.60884","27.09154","0.00636","237.62595"
"81.30000","2.61124","27.12238","0.00637","237.89647"
"81.40000","2.61411","27.15984","0.00638","238.22504"
"81.50000","2.61648","27.18961","0.00638","238.48611"
"81.60000","2.61872","27.23092","0.00639","238.84848"
"81.70000","2.62164","27.25770","0.00640","239.08336"
"81.80000","2.62415","27.29190","0.00641","239.38338"
"81.90000","2.62624","27.32047","0.00641","239.63394"
"82.00000","2.62904","27.35386","0.00642","239.92682"
"82.10000","2.63181","27.39516","0.00643","240.28905"
"82.20000","2.63376","27.41494","0.00644","240.46260"
"82.30000","2.63634","27.44746","0.00645","240.74780"
"82.40000","2.63928","27.48890","0.00645","241.11130"
"82.50000","2.64122","27.51219","0.00646","241.31560"
"82.60000","2.64366","27.54459","0.00647","241.59978"
"82.70000","2.64675","27.59029","0.00648","242.00060"
"82.80000","2.64894","27.61043","0.00648","242.17723"
"82.90000","2.65109","27.64496","0.00649","242.48013"
"83.00000","2.65404","27.67708","0.00650","242.76184"
"83.10000","2.65662","27.71275","0.00651","243.07474"
"83.20000","2.65859","27.74005","0.00651","243.31419"
"83.30000","2.66146","27.77473","0.00652","243.61833"
"83.40000","2.66421","27.81581","0.00653","243.97865"
"83.50000","2.66618","27.83631","0.00654","244.15849"
"83.60000","2.66881","27.86975","0.00655","244.45184"
"83.70000","2.67193","27.91051","0.00656","244.80933"
"83.80000","2.67386","27.93823","0.00656","245.05243"
"83.90000","2.67613","27.96292","0.00657","245.26903"
"84.00000","2.67923","28.00753","0.00658","245.66032"
"84.10000","2.68154","28.03566","0.00659","245.90707"
"84.20000","2.68362","28.06392","0.00659","246.15495"
"84.30000","2.68649","28.10311","0.00660","246.49864"
"84.40000","2.68902","28.12946","0.00661","246.72980"
"84.50000","2.69111","28.15587","0.00662","246.96141"
