l_s	l_l	R	T_f	theta	power	
	 0.10314	 0.51727	 0.01781	 402.63698	 -0.19517 	 7.95871
	 0.10023	 0.59902	 0.01902	 397.65435	 -0.17787 	 7.39642
	 0.37313	 0.10372	 0.00615	 364.58464	 -0.03744 	 14.37630
	 0.11026	 0.42508	 0.02868	 412.32904	 -0.14919 	 9.29798
	 0.10831	 0.46213	 0.01965	 375.62790	 -0.09938 	 5.69435
	 0.33164	 0.58712	 0.02746	 405.80466	 -0.39483 	 26.18424
	 0.10612	 0.32542	 0.01992	 303.15130	 0.00000 	 0.00008
	 0.11466	 0.29651	 0.02366	 405.05699	 -0.18144 	 9.13905
	 0.10535	 0.58110	 0.02516	 386.40501	 -0.14106 	 6.96734
	 0.37174	 0.57948	 0.01702	 409.54750	 -0.26867 	 24.19567
	 0.11384	 0.33008	 0.02417	 397.82253	 -0.17549 	 8.54817
	 0.21698	 0.35858	 0.01859	 352.75125	 -0.02350 	 6.80143
	 0.10612	 0.32542	 0.02399	 410.46688	 -0.16726 	 8.81542
	 0.13306	 0.41718	 0.01876	 305.34271	 0.00000 	 0.17890
	 0.13306	 0.58569	 0.01876	 411.82100	 -0.24353 	 11.11243
	 0.16928	 0.41551	 0.02346	 398.95990	 -0.24220 	 12.62950
	 0.48963	 0.41408	 0.02960	 412.74489	 -0.46147 	 36.34639
	 0.23874	 0.11168	 0.02418	 411.13876	 -0.33790 	 19.82390
	 0.32951	 0.28818	 0.01965	 411.68117	 -0.30327 	 22.66754
	 0.10791	 0.46075	 0.02452	 374.16283	 -0.09455 	 5.71828
	 0.10686	 0.36126	 0.01858	 352.75125	 -0.01572 	 3.37647
	 0.41493	 0.12352	 0.02792	 408.08476	 -0.43087 	 31.45657
	 0.22384	 0.29928	 0.02418	 413.03628	 -0.32211 	 18.88434
	 0.28157	 0.27568	 0.02418	 412.47872	 -0.36120 	 22.17224
	 0.10486	 0.57740	 0.02012	 342.94513	 -0.00099 	 2.56728
	 0.12428	 0.29615	 0.00437	 403.92907	 -0.04751 	 6.04472
	 0.10314	 0.51727	 0.01781	 402.63698	 -0.19517 	 7.95871
	 0.12428	 0.29452	 0.01977	 403.92907	 -0.21705 	 9.73449
	 0.10006	 0.57466	 0.01409	 405.28341	 -0.16705 	 6.89596
	 0.37902	 0.10175	 0.02868	 408.80199	 -0.43723 	 30.47661
	 0.38072	 0.32028	 0.02363	 411.75542	 -0.36896 	 27.39811
	 0.25894	 0.10052	 0.02750	 407.35879	 -0.33317 	 20.92964
	 0.21303	 0.30466	 0.02395	 412.88097	 -0.31075 	 17.95601
	 0.47957	 0.37967	 0.02940	 405.85395	 -0.46044 	 35.84884
	 0.32591	 0.31322	 0.02867	 405.25120	 -0.38559 	 25.74874
	 0.37902	 0.10707	 0.02755	 412.47465	 -0.42414 	 29.52640
	 0.25900	 0.29750	 0.02418	 402.15358	 -0.32427 	 19.56209
	 0.28270	 0.57810	 0.02346	 412.92129	 -0.35013 	 21.69348
	 0.37480	 0.57451	 0.01781	 397.59197	 -0.27732 	 24.50174
	 0.10222	 0.58160	 0.02639	 409.97286	 -0.14921 	 8.46842
	 0.32831	 0.28381	 0.02355	 410.39903	 -0.36066 	 24.36413
	 0.26418	 0.32092	 0.02461	 411.82100	 -0.36309 	 22.02977
	 0.18577	 0.11821	 0.01946	 405.03157	 -0.27403 	 14.15426
	 0.48593	 0.35965	 0.02979	 408.16105	 -0.46210 	 36.19943
	 0.41083	 0.30514	 0.02908	 409.81905	 -0.44813 	 32.20383
	 0.10927	 0.41965	 0.00600	 367.53616	 -0.03781 	 4.47741
	 0.26418	 0.28758	 0.02461	 411.74216	 -0.36297 	 22.01522
	 0.32831	 0.32014	 0.02452	 410.47787	 -0.37496 	 24.91227
	 0.45553	 0.30437	 0.02939	 412.73800	 -0.45436 	 34.41998
	 0.48963	 0.11714	 0.02960	 405.03157	 -0.46361 	 36.46584
	 0.50672	 0.31917	 0.02346	 402.26452	 -0.37989 	 34.63139
	 0.14506	 0.56900	 0.02938	 412.64418	 -0.18884 	 12.25064
	 0.15899	 0.57948	 0.01702	 385.98164	 -0.15887 	 9.39566
	 0.33164	 0.58712	 0.02746	 405.80466	 -0.39483 	 26.18424
	 0.12428	 0.29452	 0.02359	 403.92907	 -0.19532 	 9.81343
	 0.10966	 0.58712	 0.01958	 367.51287	 -0.06577 	 4.90018
	 0.10719	 0.32937	 0.00472	 337.23519	 -0.00000 	 2.24056
	 0.26243	 0.57159	 0.02363	 411.82100	 -0.34934 	 20.79516
	 0.41493	 0.41194	 0.00444	 408.08476	 -0.06095 	 21.74494
	 0.10140	 0.13479	 0.02994	 382.57014	 -0.11800 	 6.49055
	 0.16116	 0.32284	 0.01978	 403.92907	 -0.25565 	 12.43918
	 0.10127	 0.29709	 0.02398	 303.15101	 0.00000 	 0.00006
	 0.11517	 0.29588	 0.02413	 307.41320	 0.00000 	 0.30106
	 0.10561	 0.32605	 0.01814	 402.30815	 -0.19659 	 8.12831
	 0.21303	 0.37582	 0.02461	 406.02905	 -0.30016 	 16.99404
	 0.26418	 0.32506	 0.02397	 411.82100	 -0.35517 	 21.20879
	 0.27526	 0.32028	 0.02363	 411.82100	 -0.35276 	 21.47956
	 0.47855	 0.11914	 0.02974	 401.38845	 -0.45455 	 35.50288
	 0.22384	 0.57880	 0.02418	 409.98895	 -0.32008 	 18.43662
	 0.44218	 0.33222	 0.02639	 397.80641	 -0.38184 	 30.73143
	 0.34975	 0.32067	 0.02769	 304.69584	 0.00000 	 0.33151
	 0.10770	 0.32530	 0.01977	 405.22941	 -0.19565 	 8.56977
	 0.10028	 0.59895	 0.01203	 405.28341	 -0.14217 	 6.39667
	 0.32831	 0.28680	 0.02452	 410.39903	 -0.37446 	 24.89042
	 0.10029	 0.58120	 0.01781	 397.59197	 -0.17919 	 7.32164
	 0.37126	 0.59308	 0.02639	 409.97286	 -0.40666 	 28.32044
	 0.10612	 0.34528	 0.01994	 305.32036	 0.00000 	 0.14122
	 0.37902	 0.10000	 0.02866	 410.85044	 -0.43671 	 30.42970
	 0.13113	 0.58162	 0.01970	 410.74134	 -0.23336 	 10.87768
	 0.17255	 0.36063	 0.01883	 411.39925	 -0.25930 	 13.02093
	 0.43938	 0.12611	 0.02959	 412.89957	 -0.45657 	 33.82899
	 0.21303	 0.30466	 0.02396	 408.05698	 -0.30694 	 17.27262
	 0.14107	 0.57948	 0.01965	 375.62608	 -0.11097 	 7.27067
	 0.10831	 0.46213	 0.01701	 385.98347	 -0.13916 	 6.61525
	 0.11466	 0.29651	 0.01829	 405.05699	 -0.21262 	 9.04427
	 0.43938	 0.12611	 0.02959	 412.89957	 -0.45657 	 33.82899
	 0.40303	 0.31060	 0.02579	 409.97286	 -0.39966 	 29.59947
	 0.32382	 0.59713	 0.02754	 405.17219	 -0.38616 	 25.44418
	 0.22384	 0.33008	 0.02252	 397.44011	 -0.27269 	 15.92628
	 0.22384	 0.57880	 0.02418	 410.37123	 -0.32047 	 18.49457
	 0.10998	 0.42568	 0.02340	 375.80174	 -0.10277 	 5.96503
	 0.10015	 0.58740	 0.01759	 367.32112	 -0.06141 	 4.42496
	 0.23874	 0.35968	 0.01974	 412.47872	 -0.29180 	 17.41050
	 0.17062	 0.40439	 0.02421	 409.99724	 -0.25451 	 14.09640
	 0.41019	 0.31062	 0.02913	 408.48511	 -0.44644 	 32.09023
	 0.23938	 0.40182	 0.02412	 409.78836	 -0.33690 	 19.64710
	 0.15508	 0.42606	 0.00615	 363.55990	 -0.03269 	 5.90929
	 0.32801	 0.59308	 0.02639	 411.03584	 -0.39936 	 26.15000
	 0.10006	 0.58386	 0.01840	 401.86136	 -0.18804 	 7.69877
	 0.10686	 0.35858	 0.01428	 356.17107	 -0.02492 	 3.63696
	 0.10006	 0.57466	 0.01409	 405.56461	 -0.16802 	 6.91924
	 0.41083	 0.30514	 0.02908	 409.53784	 -0.44647 	 32.10936
	 0.12428	 0.29452	 0.02006	 403.92907	 -0.21584 	 9.74631
	 0.10831	 0.46213	 0.02003	 377.11522	 -0.10614 	 5.87193
	 0.10369	 0.57948	 0.01702	 385.98164	 -0.13683 	 6.35812
	 0.12428	 0.29452	 0.01977	 403.92907	 -0.21705 	 9.73449
	 0.38163	 0.11568	 0.02398	 411.77115	 -0.37259 	 27.54818
	 0.21042	 0.37996	 0.02749	 400.96924	 -0.27428 	 16.14908
	 0.10776	 0.35858	 0.01858	 352.75125	 -0.01580 	 3.40468
	 0.10440	 0.46213	 0.01965	 375.62790	 -0.09775 	 5.50404
	 0.49718	 0.29709	 0.02398	 303.15101	 0.00000 	 0.00031
	 0.10250	 0.11714	 0.02960	 405.03157	 -0.13550 	 8.18899
	 0.10950	 0.29709	 0.02465	 303.88296	 0.00000 	 0.04921
	 0.10143	 0.58712	 0.01958	 367.92166	 -0.06496 	 4.59167
	 0.11492	 0.29651	 0.01829	 410.63884	 -0.21909 	 9.52184
	 0.13086	 0.58162	 0.02004	 404.73503	 -0.22546 	 10.32008
	 0.10786	 0.37996	 0.02398	 406.02905	 -0.16983 	 8.66525
	 0.21456	 0.41965	 0.00600	 367.53616	 -0.04074 	 8.71793
	 0.10028	 0.32092	 0.00590	 410.36367	 -0.06416 	 5.10200
	 0.27259	 0.42606	 0.02486	 366.06786	 -0.09442 	 11.58737
	 0.10033	 0.12165	 0.02945	 375.60999	 -0.09397 	 5.66043
	 0.48963	 0.41998	 0.01725	 405.03157	 -0.28195 	 31.25309
	 0.20562	 0.33008	 0.02418	 397.82253	 -0.26718 	 15.01000
	 0.22384	 0.57880	 0.02418	 403.46686	 -0.30485 	 17.33513
	 0.22108	 0.33374	 0.01837	 401.69160	 -0.26706 	 15.75081
	 0.10469	 0.57997	 0.02420	 397.99228	 -0.16307 	 7.88389
	 0.26418	 0.32506	 0.02397	 411.82100	 -0.35517 	 21.20898
	 0.37126	 0.59308	 0.02639	 409.97286	 -0.40665 	 28.32010
	 0.12389	 0.42606	 0.00615	 364.79140	 -0.03400 	 4.83748
	 0.13086	 0.58162	 0.02004	 404.73503	 -0.22546 	 10.32008
	 0.48963	 0.13647	 0.02461	 410.75363	 -0.39094 	 33.90552
	 0.32831	 0.29826	 0.02755	 410.00228	 -0.40539 	 26.99709
	 0.37902	 0.10052	 0.02750	 407.29321	 -0.42315 	 29.48114
	 0.10015	 0.58740	 0.01759	 366.51608	 -0.05840 	 4.35110
	 0.10033	 0.42606	 0.00615	 364.79140	 -0.03295 	 3.92944
	 0.17255	 0.36063	 0.01883	 411.39925	 -0.25930 	 13.02093
	 0.26728	 0.29645	 0.02863	 412.56514	 -0.33524 	 22.49965
	 0.37592	 0.10162	 0.02403	 411.81334	 -0.37579 	 27.38286
	 0.22384	 0.29922	 0.02418	 375.29706	 -0.14004 	 11.45761
	 0.10033	 0.42606	 0.01759	 398.13546	 -0.18091 	 7.35835
	 0.10021	 0.40306	 0.01658	 396.58508	 -0.17504 	 7.13348
	 0.39925	 0.10993	 0.02959	 375.21182	 -0.18922 	 20.23698
	 0.10831	 0.46213	 0.02003	 413.05700	 -0.19598 	 9.15488
	 0.21303	 0.30466	 0.02395	 375.29910	 -0.13693 	 10.92798
	 0.26418	 0.32092	 0.02491	 412.01466	 -0.36142 	 22.07957
	 0.21659	 0.37996	 0.02401	 405.83521	 -0.30601 	 17.19860
	 0.23874	 0.40729	 0.02417	 412.47872	 -0.33921 	 20.03909
	 0.17904	 0.40182	 0.02412	 409.78836	 -0.26612 	 14.76350
	 0.24008	 0.28700	 0.02418	 410.36398	 -0.33829 	 19.80331
	 0.32697	 0.40708	 0.02452	 412.51376	 -0.37236 	 24.73207
	 0.10966	 0.58324	 0.02340	 367.51287	 -0.06640 	 5.00523
	 0.37902	 0.10988	 0.02868	 412.61083	 -0.43907 	 30.61030
	 0.36771	 0.11714	 0.02960	 405.03157	 -0.41535 	 28.93446
	 0.49318	 0.59308	 0.02639	 409.97286	 -0.42022 	 35.04129
	 0.12653	 0.59308	 0.01846	 410.19804	 -0.23475 	 10.43032
	 0.31617	 0.58386	 0.02320	 402.69913	 -0.35220 	 23.43794
	 0.10766	 0.46399	 0.01977	 407.76440	 -0.19645 	 8.74473
	 0.18275	 0.35868	 0.02003	 377.51084	 -0.13289 	 9.58259
	 0.10368	 0.12505	 0.01410	 405.57923	 -0.17012 	 7.14772
	 0.49353	 0.56738	 0.02952	 405.01695	 -0.45975 	 36.47295
	 0.17446	 0.57846	 0.02679	 411.48256	 -0.24068 	 14.58683
	 0.32610	 0.37447	 0.01814	 411.05024	 -0.28297 	 21.99035
	 0.26130	 0.32107	 0.01810	 411.48161	 -0.27371 	 18.13819
	 0.10894	 0.32590	 0.02464	 402.64694	 -0.16754 	 8.52744
	 0.41430	 0.12655	 0.02990	 408.08476	 -0.45828 	 33.11054
	 0.36835	 0.11670	 0.02960	 405.03157	 -0.41583 	 28.98192
	 0.32831	 0.29826	 0.02422	 410.00228	 -0.37011 	 24.71783
	 0.22384	 0.33008	 0.02750	 397.82253	 -0.27847 	 16.57960
	 0.48843	 0.59316	 0.02639	 404.89105	 -0.41866 	 34.73490
	 0.32921	 0.11781	 0.02966	 411.17636	 -0.39200 	 27.40882
	 0.23782	 0.29709	 0.02398	 411.44150	 -0.33850 	 19.79060
	 0.10416	 0.40182	 0.02412	 303.54604	 0.00000 	 0.02529
	 0.11635	 0.58084	 0.00472	 408.68467	 -0.05125 	 5.70796
	 0.37902	 0.10988	 0.02868	 346.20239	 -0.00810 	 10.10725
	 0.10486	 0.58084	 0.01674	 376.83569	 -0.09932 	 5.50592
	 0.10033	 0.42606	 0.00557	 336.00950	 0.00000 	 2.02172
	 0.26418	 0.32681	 0.02397	 411.81854	 -0.35516 	 21.20828
	 0.11492	 0.31915	 0.01829	 406.27348	 -0.21499 	 9.17089
	 0.10131	 0.57948	 0.01639	 385.98164	 -0.13414 	 6.18057
	 0.48963	 0.11714	 0.02989	 405.03157	 -0.46561 	 36.54366
	 0.38169	 0.35542	 0.02452	 363.92551	 -0.09309 	 15.30104
	 0.10033	 0.42606	 0.00615	 412.61817	 -0.06747 	 5.15459
	 0.10382	 0.32605	 0.01814	 402.30815	 -0.19443 	 7.99842
	 0.10006	 0.57466	 0.01409	 402.85992	 -0.16814 	 6.92331
	 0.21514	 0.46562	 0.01986	 406.24713	 -0.28808 	 16.07638
	 0.10831	 0.37647	 0.02415	 376.89700	 -0.10675 	 6.03875
	 0.10232	 0.35710	 0.01904	 408.16105	 -0.19316 	 8.33477
	 0.18110	 0.42949	 0.00689	 364.79140	 -0.03890 	 7.05753
	 0.14974	 0.37231	 0.02094	 407.13515	 -0.24829 	 12.05793
	 0.10430	 0.58569	 0.01877	 408.09574	 -0.19810 	 8.48678
	 0.23874	 0.12797	 0.02412	 407.96346	 -0.33236 	 19.27420
	 0.41493	 0.40553	 0.02965	 412.59897	 -0.45387 	 32.76377
	 0.10561	 0.32605	 0.01823	 402.30815	 -0.19636 	 8.13282
	 0.26418	 0.32092	 0.02452	 411.82100	 -0.36268 	 21.92248
	 0.43938	 0.12611	 0.02923	 412.89957	 -0.45110 	 33.53489
	 0.26418	 0.32506	 0.02432	 411.82100	 -0.35981 	 21.58734
	 0.43938	 0.12611	 0.02961	 411.41658	 -0.45855 	 33.93933
	 0.10127	 0.28350	 0.02521	 308.06189	 0.00000 	 0.30501
	 0.11492	 0.31824	 0.02402	 410.66093	 -0.17972 	 9.55751
	 0.21303	 0.37996	 0.01824	 406.00697	 -0.26367 	 15.22789
	 0.22384	 0.33092	 0.02343	 397.82253	 -0.27769 	 16.13226
	 0.10966	 0.58586	 0.02414	 367.51287	 -0.06634 	 5.02423
	 0.10486	 0.57895	 0.00472	 412.15807	 -0.04960 	 5.09680
	 0.26418	 0.32264	 0.02461	 341.68266	 -0.00095 	 6.25247
	 0.32831	 0.28680	 0.02449	 410.39903	 -0.37424 	 24.88257
	 0.10015	 0.58740	 0.01763	 366.51608	 -0.05842 	 4.35210
	 0.10131	 0.12971	 0.02967	 384.59874	 -0.12351 	 6.67545
	 0.48963	 0.56724	 0.01762	 406.41445	 -0.28853 	 31.42215
	 0.10033	 0.42917	 0.01759	 375.04223	 -0.09165 	 5.15655
	 0.48963	 0.11483	 0.02989	 405.59921	 -0.46594 	 36.55853
	 0.17255	 0.36063	 0.01883	 411.39925	 -0.25930 	 13.02093
	 0.10015	 0.59266	 0.01759	 366.51608	 -0.05840 	 4.35110
	 0.10033	 0.42606	 0.00714	 359.99927	 -0.02676 	 3.61261
	 0.10033	 0.42606	 0.00615	 364.79140	 -0.03295 	 3.92944
	 0.32801	 0.59308	 0.02639	 411.03584	 -0.39936 	 26.15000
	 0.10831	 0.37647	 0.02402	 376.89700	 -0.10676 	 6.03298
	 0.10255	 0.38403	 0.02397	 303.23981	 0.00000 	 0.00565
	 0.10117	 0.28954	 0.02416	 381.17312	 -0.12013 	 6.13082
	 0.10009	 0.42587	 0.02398	 306.93604	 0.00000 	 0.23237
	 0.10033	 0.29729	 0.00615	 361.91269	 -0.02777 	 3.73008
	 0.11629	 0.29802	 0.01829	 411.37336	 -0.22152 	 9.68915
	 0.43864	 0.12461	 0.02961	 410.68206	 -0.45709 	 33.83161
	 0.22384	 0.57880	 0.02418	 410.00554	 -0.32010 	 18.43914
	 0.32831	 0.26113	 0.02755	 410.36796	 -0.40610 	 27.08203
	 0.32953	 0.59308	 0.02639	 411.03584	 -0.40048 	 26.26418
	 0.37750	 0.10004	 0.02868	 405.82751	 -0.42733 	 29.77927
	 0.26530	 0.13366	 0.02461	 411.89534	 -0.36435 	 22.13449
	 0.41381	 0.31338	 0.02960	 408.01042	 -0.45539 	 32.82778
	 0.10416	 0.36053	 0.00327	 408.16105	 -0.03045 	 4.67764
	 0.18294	 0.58084	 0.01984	 342.94513	 -0.00161 	 4.47817
	 0.10033	 0.36182	 0.01760	 374.35947	 -0.08891 	 5.09179
	 0.18207	 0.42478	 0.01977	 409.39880	 -0.27506 	 14.02611
	 0.38223	 0.10988	 0.02868	 406.04716	 -0.43177 	 30.20133
	 0.20982	 0.37996	 0.02398	 412.58946	 -0.30656 	 17.64919
	 0.37022	 0.10988	 0.02868	 412.36040	 -0.43757 	 30.46734
	 0.11533	 0.58084	 0.00472	 342.23016	 -0.00110 	 2.76857
	 0.38967	 0.12896	 0.01883	 405.13791	 -0.29740 	 25.89115
	 0.16885	 0.34898	 0.02861	 411.29290	 -0.22190 	 14.10850
	 0.37885	 0.15988	 0.02963	 411.41658	 -0.44137 	 31.54860
	 0.43912	 0.10004	 0.02866	 407.24402	 -0.44444 	 33.20904
	 0.21350	 0.46562	 0.01986	 405.87358	 -0.28529 	 15.89553
	 0.10392	 0.57948	 0.01639	 386.35519	 -0.13694 	 6.36166
	 0.21514	 0.46562	 0.01856	 406.24713	 -0.26833 	 15.46276
	 0.32571	 0.29826	 0.02412	 410.00228	 -0.36827 	 24.51758
	 0.10799	 0.12797	 0.00410	 408.70149	 -0.04213 	 5.12754
	 0.23632	 0.42606	 0.02716	 359.23388	 -0.05280 	 8.75595
	 0.10047	 0.36182	 0.01787	 375.80115	 -0.09510 	 5.24877
	 0.24347	 0.12797	 0.02384	 406.52049	 -0.33285 	 19.33552
	 0.10127	 0.30073	 0.02399	 306.80769	 0.00000 	 0.22713
	 0.52395	 0.11151	 0.02985	 403.47173	 -0.46972 	 38.38946
	 0.11244	 0.58312	 0.00472	 340.98123	 -0.00055 	 2.61087
	 0.26418	 0.32681	 0.02397	 407.63833	 -0.35377 	 21.13571
	 0.26418	 0.32681	 0.02397	 411.81854	 -0.35516 	 21.20828
	 0.10006	 0.57466	 0.01409	 405.28341	 -0.16705 	 6.89596
	 0.10015	 0.58737	 0.01763	 402.66130	 -0.19203 	 7.73356
	 0.10006	 0.58389	 0.01840	 365.71609	 -0.05573 	 4.29390
	 0.29448	 0.10402	 0.02748	 412.47872	 -0.37441 	 24.74501
	 0.36717	 0.42690	 0.02960	 405.03157	 -0.41494 	 28.89373
	 0.36771	 0.58649	 0.02960	 405.03157	 -0.41535 	 28.93446
	 0.10430	 0.11587	 0.01877	 408.09574	 -0.19810 	 8.48678
	 0.48984	 0.11714	 0.02961	 405.03157	 -0.46378 	 36.48311
	 0.43917	 0.12611	 0.02960	 411.41658	 -0.45840 	 33.92196
	 0.16840	 0.22665	 0.02412	 411.41769	 -0.25232 	 14.06158
	 0.32606	 0.36063	 0.01883	 409.98385	 -0.29113 	 22.16251
	 0.12653	 0.36982	 0.01911	 378.29847	 -0.11763 	 6.86427
	 0.10831	 0.59651	 0.02402	 408.78470	 -0.17027 	 8.88549
	 0.38206	 0.11791	 0.02960	 405.03157	 -0.42595 	 30.00429
	 0.48642	 0.15911	 0.02975	 411.41658	 -0.46516 	 36.36566
	 0.10006	 0.57717	 0.01332	 402.85992	 -0.15858 	 6.71391
	 0.21303	 0.37741	 0.02475	 406.02905	 -0.29945 	 17.00093
	 0.10125	 0.30372	 0.00472	 342.94513	 -0.00144 	 2.47643
	 0.10488	 0.57399	 0.02398	 303.15101	 0.00000 	 0.00006
	 0.10006	 0.58570	 0.01840	 401.86136	 -0.18804 	 7.69885
	 0.10435	 0.58385	 0.01877	 408.09574	 -0.19818 	 8.49073
	 0.24241	 0.38783	 0.00714	 359.99927	 -0.03102 	 8.64433
	 0.10064	 0.35059	 0.02417	 412.47872	 -0.15830 	 8.48673
	 0.10660	 0.28680	 0.00588	 410.39903	 -0.06555 	 5.45675
	 0.32777	 0.58084	 0.02337	 342.94513	 -0.00234 	 8.02316
	 0.10006	 0.59205	 0.01409	 404.61310	 -0.16666 	 6.88687
	 0.48963	 0.11483	 0.02989	 405.59921	 -0.46594 	 36.55853
	 0.18818	 0.36063	 0.01883	 406.76219	 -0.26563 	 13.98930
	 0.35074	 0.15988	 0.02993	 411.41658	 -0.41158 	 29.24455
	 0.10831	 0.37647	 0.02402	 376.89700	 -0.10676 	 6.03298
	 0.13306	 0.58569	 0.01876	 411.82100	 -0.24353 	 11.11243
	 0.32801	 0.59308	 0.02876	 410.56170	 -0.39768 	 27.15675
	 0.10486	 0.58084	 0.00472	 343.17525	 -0.00159 	 2.58014
	 0.52395	 0.26350	 0.02751	 403.47173	 -0.43715 	 37.20904
	 0.39708	 0.10939	 0.02988	 406.90402	 -0.44484 	 31.75554
	 0.10117	 0.28954	 0.02426	 381.17312	 -0.12008 	 6.13508
	 0.37885	 0.15988	 0.02962	 411.41658	 -0.44142 	 31.54834
	 0.48642	 0.45769	 0.02975	 411.41658	 -0.46516 	 36.36566
	 0.21350	 0.16704	 0.01986	 405.87358	 -0.28529 	 15.89553
	 0.21514	 0.46674	 0.01986	 406.24713	 -0.28808 	 16.07638
	 0.10127	 0.29597	 0.02398	 303.15101	 0.00000 	 0.00006
	 0.17255	 0.36063	 0.02962	 411.39925	 -0.22018 	 14.43248
	 0.36717	 0.42690	 0.01877	 405.03157	 -0.29586 	 24.61563
	 0.10392	 0.57948	 0.01736	 364.49160	 -0.05180 	 4.31121
	 0.10033	 0.42606	 0.00518	 386.65499	 -0.05528 	 4.98096
	 0.32842	 0.21340	 0.02412	 407.96346	 -0.36714 	 24.60629
	 0.23833	 0.59308	 0.02639	 411.03584	 -0.32062 	 19.82798
	 0.26505	 0.26113	 0.02973	 406.56475	 -0.32312 	 21.33221
	 0.48642	 0.15911	 0.02756	 411.41658	 -0.43200 	 35.03195
	 0.38016	 0.40495	 0.02417	 412.61536	 -0.37554 	 27.57038
	 0.24695	 0.12055	 0.02960	 404.88530	 -0.30409 	 19.62069
	 0.23874	 0.40729	 0.02417	 412.47872	 -0.33921 	 20.03909
	 0.23874	 0.12797	 0.02412	 407.96346	 -0.33236 	 19.27420
	 0.26530	 0.13438	 0.02560	 411.89534	 -0.35756 	 22.17596
	 0.10392	 0.58564	 0.01639	 386.35519	 -0.13694 	 6.36166
	 0.38442	 0.37743	 0.02937	 405.03478	 -0.42784 	 30.14757
	 0.17019	 0.10498	 0.01903	 411.39604	 -0.26089 	 12.96613
	 0.44339	 0.57043	 0.02961	 411.41658	 -0.45681 	 34.01385
	 0.10293	 0.13267	 0.01332	 402.85992	 -0.15994 	 6.88892
	 0.32855	 0.11074	 0.02966	 410.00228	 -0.39076 	 27.10755
	 0.52111	 0.29932	 0.02428	 403.47173	 -0.38948 	 35.61009
	 0.10033	 0.14830	 0.02959	 374.35947	 -0.08891 	 5.52146
	 0.37885	 0.37274	 0.01759	 411.41658	 -0.28029 	 24.91748
	 0.13306	 0.58569	 0.01876	 411.82100	 -0.24353 	 11.11243
	 0.21303	 0.37996	 0.02398	 406.02905	 -0.30306 	 16.95689
	 0.10147	 0.28954	 0.02416	 381.17312	 -0.12034 	 6.14741
	 0.18246	 0.36053	 0.01977	 408.16105	 -0.27706 	 14.11928
	 0.26094	 0.42606	 0.00714	 359.99927	 -0.03130 	 9.29991
	 0.10694	 0.13366	 0.02461	 411.89534	 -0.16499 	 8.97946
	 0.21704	 0.37983	 0.02398	 405.15716	 -0.30473 	 17.11547
	 0.10062	 0.30637	 0.02398	 303.15101	 0.00000 	 0.00006
	 0.10006	 0.58889	 0.01842	 401.86136	 -0.18796 	 7.69967
	 0.10006	 0.57466	 0.01407	 402.85992	 -0.16804 	 6.92124
	 0.38004	 0.37743	 0.02947	 405.03478	 -0.42467 	 29.83711
	 0.10893	 0.28625	 0.02388	 303.15101	 0.00000 	 0.00007
	 0.26418	 0.32681	 0.02397	 407.63833	 -0.35377 	 21.13571
	 0.26530	 0.13366	 0.02461	 411.89534	 -0.36435 	 22.13449
	 0.38590	 0.36182	 0.02950	 374.35947	 -0.17971 	 19.29780
	 0.10131	 0.15988	 0.01767	 411.41658	 -0.20192 	 8.44988
	 0.32800	 0.58851	 0.02643	 410.39903	 -0.39899 	 26.13450
	 0.32832	 0.28981	 0.02449	 411.03584	 -0.37467 	 24.90003
	 0.36717	 0.38005	 0.02960	 405.03157	 -0.41494 	 28.89373
	 0.21704	 0.42668	 0.02398	 405.15716	 -0.30473 	 17.11547
	 0.51509	 0.36182	 0.01731	 376.60897	 -0.15299 	 24.77066
	 0.11548	 0.11151	 0.02989	 401.22223	 -0.15037 	 8.95265
	 0.17019	 0.10498	 0.01903	 411.39604	 -0.26089 	 12.96613
	 0.41479	 0.12611	 0.02960	 408.08476	 -0.45365 	 32.74518
	 0.10723	 0.42690	 0.02959	 405.03157	 -0.14144 	 8.56505
	 0.36419	 0.58740	 0.01760	 366.51608	 -0.09117 	 14.99851
	 0.24344	 0.13366	 0.02761	 411.87592	 -0.31677 	 20.38996
	 0.32831	 0.23048	 0.02463	 410.38739	 -0.37498 	 24.90962
	 0.10062	 0.30637	 0.02397	 303.15081	 0.00000 	 0.00005
	 0.43938	 0.12607	 0.02962	 411.41658	 -0.45858 	 33.94184
	 0.33318	 0.58401	 0.01840	 401.88970	 -0.28573 	 22.43724
	 0.10488	 0.59293	 0.02639	 411.00747	 -0.15283 	 8.75467
	 0.17019	 0.10498	 0.01903	 411.39604	 -0.26089 	 12.96613
	 0.23874	 0.12797	 0.02412	 407.96346	 -0.33236 	 19.27420
	 0.10117	 0.29095	 0.02416	 381.17312	 -0.12013 	 6.13082
	 0.48642	 0.15911	 0.02975	 411.41658	 -0.46516 	 36.36566
	 0.10117	 0.28954	 0.02751	 381.17312	 -0.11714 	 6.25983
	 0.32831	 0.26113	 0.02421	 410.36796	 -0.36863 	 24.65546
	 0.10006	 0.58389	 0.01810	 365.71609	 -0.05563 	 4.28663
	 0.10033	 0.42606	 0.00744	 359.99927	 -0.02739 	 3.61719
	 0.21704	 0.42807	 0.02398	 361.74130	 -0.06226 	 8.46457
	 0.10033	 0.37782	 0.00714	 403.41427	 -0.08117 	 5.38417
