Test : Start of hold value,"100.00000",MPa

Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
"14.70000","1.32834","0.64020","29.06550","0.00120","5.61533"
"14.80000","1.32910","0.64539","29.06429","0.00121","5.66083"
"14.90000","1.32987","0.65797","29.06429","0.00122","5.77123"
"15.00000","1.33066","0.67095","29.06429","0.00122","5.88503"
"15.10000","1.33145","0.68623","29.06429","0.00123","6.01912"
"15.20000","1.33233","0.70496","29.06429","0.00124","6.18335"
"15.30000","1.33327","0.73715","29.06429","0.00125","6.46566"
"15.40000","1.33415","0.76959","29.01723","0.00126","6.75027"
"15.50000","1.33501","0.79897","29.01723","0.00127","7.00790"
"15.60000","1.33586","0.84686","29.01723","0.00128","7.42797"
"15.70000","1.33667","0.88369","29.01723","0.00128","7.75109"
"15.80000","1.33741","0.93543","29.01723","0.00129","8.20490"
"15.90000","1.33819","0.97308","28.97484","0.00130","8.53513"
"16.00000","1.33897","1.00480","28.97484","0.00131","8.81335"
"16.10000","1.33981","1.03862","28.97484","0.00131","9.10999"
"16.20000","1.34065","1.06037","28.97484","0.00132","9.30077"
"16.30000","1.34158","1.08904","28.97484","0.00133","9.55223"
"16.40000","1.34249","1.11505","28.97484","0.00134","9.78036"
"16.50000","1.34336","1.14532","28.95641","0.00135","10.04588"
"16.60000","1.34418","1.16460","28.95641","0.00136","10.21498"
"16.70000","1.34496","1.19269","28.95641","0.00137","10.46136"
"16.80000","1.34572","1.21068","28.95641","0.00137","10.61915"
"16.90000","1.34652","1.23093","28.95641","0.00138","10.79679"
"17.00000","1.34731","1.25794","28.95641","0.00139","11.03363"
"17.10000","1.34812","1.25896","28.96986","0.00140","11.04265"
"17.20000","1.34899","1.23654","28.96986","0.00141","10.84601"
"17.30000","1.34988","1.19045","28.96986","0.00141","10.44169"
"17.40000","1.35082","1.11170","28.96986","0.00142","9.75096"
"17.50000","1.35168","1.06947","28.96986","0.00143","9.38057"
"17.60000","1.35247","1.04743","28.96986","0.00144","9.18727"
"17.70000","1.35327","1.01734","29.04206","0.00145","8.92333"
"17.80000","1.35405","0.99722","29.04206","0.00146","8.74688"
"17.90000","1.35485","0.98261","29.04206","0.00146","8.61867"
"18.00000","1.35565","0.98814","29.04206","0.00147","8.66723"
"18.10000","1.35645","0.99302","29.04206","0.00148","8.70998"
"18.20000","1.35734","0.98464","29.04206","0.00149","8.63651"
"18.30000","1.35823","0.97843","29.07618","0.00150","8.58199"
"18.40000","1.35912","0.95671","29.07618","0.00151","8.39153"
"18.50000","1.36001","0.91115","29.07618","0.00151","7.99193"
"18.60000","1.36076","0.86327","29.07618","0.00152","7.57190"
"18.70000","1.36155","0.83400","29.07618","0.00153","7.31520"
"18.80000","1.36236","0.80056","29.07815","0.00154","7.02186"
"18.90000","1.36317","0.76336","29.07815","0.00155","6.69556"
"19.00000","1.36397","0.77119","29.07815","0.00155","6.76424"
"19.10000","1.36478","0.80729","29.07815","0.00156","7.08090"
"19.20000","1.36563","0.84923","29.07815","0.00157","7.44881"
"19.30000","1.36655","0.88942","29.07815","0.00158","7.80133"
"19.40000","1.36746","0.93144","29.02656","0.00159","8.16990"
"19.50000","1.36829","0.96571","29.02656","0.00160","8.47048"
"19.60000","1.36909","0.98722","29.02656","0.00160","8.65909"
"19.70000","1.36986","1.01039","29.02656","0.00161","8.86232"
