Test : Start of hold value,50,MPa,,,
,,,,,
Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
7137.484,-2.29401,5.66134,129.99362,-0.08371,49.65691
7137.584,-2.29401,5.6814,129.99362,-0.08371,49.83279
7137.684,-2.29401,5.70986,129.99362,-0.08371,50.08247
7137.784,-2.29401,5.73934,129.99362,-0.08371,50.34101
7137.884,-2.29401,5.76233,129.99362,-0.08371,50.54264
7137.984,-2.29401,5.76756,129.99919,-0.08371,50.58854
7138.084,-2.29401,5.77258,129.99919,-0.08371,50.63262
7138.184,-2.29401,5.73425,129.99919,-0.08371,50.29639
7138.284,-2.29401,5.70961,129.99919,-0.08371,50.08031
7138.384,-2.29401,5.67956,129.99919,-0.08371,49.81672
7138.484,-2.29401,5.65826,129.99919,-0.08371,49.62983
7138.584,-2.29401,5.66676,130.00299,-0.08371,49.70445
7138.684,-2.29401,5.68135,130.00299,-0.08371,49.83243
7138.784,-2.29401,5.7041,130.00299,-0.08371,50.03196
7138.884,-2.29401,5.73461,130.00299,-0.08371,50.29952
7138.984,-2.29401,5.7648,130.00299,-0.08371,50.56438
7139.084,-2.29401,5.77899,130.00299,-0.08371,50.68879
7139.184,-2.29401,5.76477,130.00279,-0.08371,50.56413
7139.284,-2.29401,5.74139,130.00279,-0.08371,50.35905
7139.384,-2.29401,5.70984,130.00279,-0.08371,50.08225
7139.484,-2.29401,5.68296,130.00279,-0.08371,49.84654
7139.584,-2.29401,5.67527,130.00279,-0.08371,49.77903
7139.684,-2.29401,5.67674,130.00279,-0.08371,49.79195
7139.784,-2.29401,5.69139,130.00551,-0.08371,49.92043
7139.884,-2.29401,5.71827,130.00551,-0.08371,50.15624
7139.984,-2.29401,5.74547,130.00551,-0.08371,50.39483
7140.084,-2.29401,5.76425,130.00551,-0.08371,50.55953
7140.184,-2.29401,5.77,130.00551,-0.08371,50.60993
7140.284,-2.29401,5.75426,130.01125,-0.08371,50.47186
7140.384,-2.29401,5.73963,130.01125,-0.08371,50.34358
7140.484,-2.29401,5.7102,130.01125,-0.08371,50.0854
7140.584,-2.29401,5.68003,130.01125,-0.08371,49.8208
7140.684,-2.29401,5.66106,130.01125,-0.08371,49.65445
7140.784,-2.29401,5.65635,130.01125,-0.08371,49.61312
7140.884,-2.29401,5.67388,130.01987,-0.08371,49.76691
7140.984,-2.29401,5.69013,130.01987,-0.08371,49.90936
7141.084,-2.29401,5.72389,130.01987,-0.08371,50.20555
7141.184,-2.29401,5.72783,130.01987,-0.08371,50.24004
7141.284,-2.29401,5.74316,130.01987,-0.08371,50.37454
7141.384,-2.29402,5.7445,130.01987,-0.08371,50.38633
7141.484,-2.29401,5.72669,130.02402,-0.08371,50.23006
7141.584,-2.29401,5.71252,130.02402,-0.08371,50.10576
7141.684,-2.29402,5.68611,130.02402,-0.08371,49.87411
7141.784,-2.29401,5.67577,130.02402,-0.08371,49.78341
7141.884,-2.29401,5.67891,130.02402,-0.08371,49.81097
7141.984,-2.29401,5.6741,130.02402,-0.08371,49.76881
7142.084,-2.29401,5.69096,130.02539,-0.08371,49.91669
7142.184,-2.29401,5.70726,130.02539,-0.08371,50.05965
7142.284,-2.29401,5.73469,130.02539,-0.08371,50.30025
7142.384,-2.29401,5.75002,130.02539,-0.08371,50.43474
7142.484,-2.29401,5.74972,130.02539,-0.08371,50.43207
7142.584,-2.29401,5.73685,130.02539,-0.08371,50.31916
7142.684,-2.29401,5.71529,130.0293,-0.08371,50.13011
7142.784,-2.29401,5.69175,130.0293,-0.08371,49.92365
7142.884,-2.29401,5.6805,130.0293,-0.08371,49.82492
7142.984,-2.29401,5.67481,130.0293,-0.08371,49.77499
7143.084,-2.29401,5.68447,130.0293,-0.08371,49.8598
7143.184,-2.29401,5.69373,130.0316,-0.08371,49.94102
7143.284,-2.29401,5.70761,130.0316,-0.08371,50.06272
7143.384,-2.29401,5.72718,130.0316,-0.08371,50.23437
7143.484,-2.29401,5.73203,130.0316,-0.08371,50.27695
7143.584,-2.29401,5.735,130.0316,-0.08371,50.30293
7143.684,-2.29401,5.72729,130.0316,-0.08371,50.23537
7143.784,-2.29402,5.70944,130.0309,-0.08371,50.07878
7143.884,-2.29401,5.69417,130.0309,-0.08371,49.94484
7143.984,-2.29401,5.67337,130.0309,-0.08371,49.76239
7144.084,-2.29401,5.67077,130.0309,-0.08371,49.73963
7144.184,-2.29401,5.66873,130.0309,-0.08371,49.72165
7144.284,-2.29401,5.68219,130.0309,-0.08371,49.83978
7144.384,-2.29401,5.695,130.03394,-0.08371,49.9521
7144.484,-2.29402,5.71025,130.03394,-0.08371,50.08591
7144.584,-2.29401,5.73382,130.03394,-0.08371,50.29263
7144.684,-2.29402,5.73695,130.03394,-0.08371,50.32008
7144.784,-2.29402,5.72544,130.03394,-0.08371,50.21912
7144.884,-2.29401,5.7104,130.03394,-0.08371,50.08722
7144.984,-2.29401,5.69405,130.03163,-0.08371,49.9438
7145.084,-2.29401,5.68365,130.03163,-0.08371,49.85261
7145.184,-2.29401,5.67229,130.03163,-0.08371,49.75292
7145.284,-2.29401,5.6815,130.03163,-0.08371,49.83373
7145.384,-2.29401,5.688,130.03163,-0.08371,49.89069
7145.484,-2.29401,5.71009,130.03163,-0.08371,50.0845
7145.584,-2.29402,5.73189,130.02533,-0.08371,50.27569
7145.684,-2.29402,5.7335,130.02533,-0.08371,50.28979
7145.784,-2.29402,5.74089,130.02533,-0.08371,50.35462
7145.884,-2.29402,5.7318,130.02533,-0.08371,50.27493
7145.984,-2.29401,5.7185,130.02533,-0.08371,50.15821
7146.084,-2.29402,5.69911,130.02205,-0.08371,49.98814
7146.184,-2.29401,5.67835,130.02205,-0.08371,49.80606
7146.284,-2.29401,5.67525,130.02205,-0.08371,49.7789
7146.384,-2.29402,5.6807,130.02205,-0.08371,49.82666
7146.484,-2.29401,5.68764,130.02205,-0.08371,49.88755
7146.584,-2.29402,5.71055,130.02205,-0.08371,50.08854
7146.684,-2.29402,5.72627,130.0193,-0.08371,50.22635
7146.784,-2.29402,5.73445,130.0193,-0.08371,50.29814
7146.884,-2.29402,5.73502,130.0193,-0.08371,50.30314
7146.984,-2.29402,5.72057,130.0193,-0.08371,50.17637
7147.084,-2.29401,5.70809,130.0193,-0.08371,50.06695
7147.184,-2.29402,5.69018,130.0193,-0.08371,49.90988
7147.284,-2.29401,5.66943,130.0182,-0.08371,49.72788
7147.384,-2.29402,5.66701,130.0182,-0.08371,49.70659
7147.484,-2.29401,5.66807,130.0182,-0.08371,49.7159
7147.584,-2.29401,5.68619,130.0182,-0.08371,49.87483
7147.684,-2.29401,5.70735,130.0182,-0.08371,50.06043
7147.784,-2.29401,5.73083,130.0182,-0.08371,50.2664
7147.884,-2.29402,5.73952,130.01874,-0.08371,50.3426
7147.984,-2.29402,5.73778,130.01874,-0.08371,50.32739
7148.084,-2.29402,5.73187,130.01874,-0.08371,50.27555
7148.184,-2.29402,5.71751,130.01874,-0.08371,50.14956
7148.284,-2.29401,5.70884,130.01874,-0.08371,50.07352
7148.384,-2.29402,5.69344,130.01973,-0.08371,49.93847
7148.484,-2.29401,5.68369,130.01973,-0.08371,49.8529
7148.584,-2.29402,5.68508,130.01973,-0.08371,49.86514
7148.684,-2.29401,5.68956,130.01973,-0.08371,49.9044
7148.784,-2.29402,5.71049,130.01973,-0.08371,50.08802
7148.884,-2.29401,5.72637,130.01973,-0.08371,50.22729
7148.984,-2.29402,5.7387,130.02357,-0.08371,50.33539
7149.084,-2.29402,5.75078,130.02357,-0.08371,50.44138
7149.184,-2.29402,5.7355,130.02357,-0.08371,50.30739
7149.284,-2.29402,5.73468,130.02357,-0.08371,50.30013
7149.384,-2.29402,5.7148,130.02357,-0.08371,50.12579
7149.484,-2.29402,5.70127,130.02357,-0.08371,50.0071
7149.584,-2.29401,5.68776,130.02495,-0.08371,49.88861
7149.684,-2.29402,5.68764,130.02495,-0.08371,49.88753
7149.784,-2.29402,5.69548,130.02495,-0.08371,49.95628
7149.884,-2.29402,5.70743,130.02495,-0.08371,50.06113
7149.984,-2.29402,5.72082,130.02495,-0.08371,50.17862
7150.084,-2.29402,5.74168,130.02495,-0.08371,50.36156
7150.184,-2.29402,5.74527,130.02528,-0.08371,50.39307
7150.284,-2.29402,5.75144,130.02528,-0.08371,50.44713
7150.384,-2.29402,5.72625,130.02528,-0.08371,50.22626
7150.484,-2.29402,5.70982,130.02528,-0.08371,50.08214
7150.584,-2.29402,5.708,130.02528,-0.08371,50.06612
7150.684,-2.29402,5.68356,130.02795,-0.08371,49.85175
7150.784,-2.29402,5.68465,130.02795,-0.08371,49.86136
7150.884,-2.29401,5.67553,130.02795,-0.08371,49.78134
7150.984,-2.29402,5.6946,130.02795,-0.08371,49.94864
7151.084,-2.29402,5.7068,130.02795,-0.08371,50.05559
7151.184,-2.29402,5.73457,130.02795,-0.08371,50.29924
7151.284,-2.29402,5.73697,130.03462,-0.08371,50.32028
7151.384,-2.29402,5.73277,130.03462,-0.08371,50.28344
7151.484,-2.29402,5.73308,130.03462,-0.08371,50.28617
7151.584,-2.29402,5.72575,130.03462,-0.08371,50.22184
7151.684,-2.29402,5.70099,130.03462,-0.08371,50.0047
7151.784,-2.29402,5.69465,130.03462,-0.08371,49.94902
7151.884,-2.29402,5.67479,130.03951,-0.08371,49.77489
7151.984,-2.29402,5.68332,130.03951,-0.08371,49.84966
7152.084,-2.29402,5.70118,130.03951,-0.08371,50.00636
7152.184,-2.29402,5.7088,130.03951,-0.08371,50.07319
7152.284,-2.29402,5.72148,130.03951,-0.08371,50.18441
7152.384,-2.29402,5.72977,130.03951,-0.08371,50.25712
7152.484,-2.29402,5.72864,130.04031,-0.08371,50.2472
7152.584,-2.29402,5.71993,130.04031,-0.08371,50.17083
7152.684,-2.29402,5.7091,130.04031,-0.08371,50.07579
7152.784,-2.29402,5.7025,130.04031,-0.08371,50.01787
7152.884,-2.29402,5.69071,130.04031,-0.08371,49.91449
7152.984,-2.29402,5.69381,130.04031,-0.08371,49.94165
7153.084,-2.29402,5.6909,130.03674,-0.08371,49.91613
7153.184,-2.29402,5.69457,130.03674,-0.08371,49.94839
7153.284,-2.29402,5.71578,130.03674,-0.08371,50.13439
7153.384,-2.29402,5.73064,130.03674,-0.08371,50.26468
7153.484,-2.29402,5.74043,130.03674,-0.08371,50.35062
7153.584,-2.29402,5.73716,130.03508,-0.08371,50.32188
7153.684,-2.29402,5.73578,130.03508,-0.08371,50.30981
7153.784,-2.29402,5.71871,130.03508,-0.08371,50.16008
7153.884,-2.29402,5.69687,130.03508,-0.08371,49.96853
7153.984,-2.29402,5.68783,130.03508,-0.08371,49.88926
7154.084,-2.29402,5.67966,130.03508,-0.08371,49.81755
7154.184,-2.29402,5.67968,130.03703,-0.08371,49.81773
7154.284,-2.29402,5.69833,130.03703,-0.08371,49.98133
7154.384,-2.29402,5.7033,130.03703,-0.08371,50.02492
7154.484,-2.29402,5.72215,130.03703,-0.08371,50.19023
7154.584,-2.29402,5.72231,130.03703,-0.08371,50.1917
7154.684,-2.29402,5.72808,130.03703,-0.08371,50.24226
7154.784,-2.29402,5.72816,130.04094,-0.08371,50.24298
7154.884,-2.29402,5.70922,130.04094,-0.08371,50.07682
7154.984,-2.29402,5.68721,130.04094,-0.08371,49.8838
7155.084,-2.29402,5.66988,130.04094,-0.08371,49.73178
7155.184,-2.29402,5.66239,130.04094,-0.08371,49.66608
7155.284,-2.29402,5.68138,130.04544,-0.08371,49.83267
7155.384,-2.29402,5.67999,130.04544,-0.08371,49.8205
7155.484,-2.29402,5.68737,130.04544,-0.08371,49.88516
7155.584,-2.29402,5.70563,130.04544,-0.08371,50.04535
7155.684,-2.29402,5.71996,130.04544,-0.08371,50.17102
7155.784,-2.29402,5.72327,130.04544,-0.08371,50.20012
7155.884,-2.29402,5.70858,130.0448,-0.08371,50.07119
7155.984,-2.29402,5.69528,130.0448,-0.08371,49.95457
7156.084,-2.29402,5.68694,130.0448,-0.08371,49.88144
7156.184,-2.29402,5.68133,130.0448,-0.08371,49.83219
7156.284,-2.29402,5.68237,130.0448,-0.08371,49.84132
7156.384,-2.29402,5.68687,130.0448,-0.08371,49.88083
7156.484,-2.29402,5.70685,130.0432,-0.08371,50.05608
7156.584,-2.29402,5.7206,130.0432,-0.08371,50.17662
7156.684,-2.29402,5.72967,130.0432,-0.08371,50.25621
7156.784,-2.29402,5.7424,130.0432,-0.08371,50.36784
7156.884,-2.29402,5.73032,130.0432,-0.08371,50.26192
7156.984,-2.29402,5.72504,130.0432,-0.08371,50.21558
7157.084,-2.29402,5.71188,130.0472,-0.08371,50.10018
7157.184,-2.29402,5.70144,130.0472,-0.08371,50.00863
7157.284,-2.29402,5.6945,130.0472,-0.08371,49.9477
7157.384,-2.29402,5.68689,130.0472,-0.08371,49.88102
7157.484,-2.29402,5.70334,130.0472,-0.08371,50.02524
7157.584,-2.29402,5.71071,130.0472,-0.08371,50.08992
7157.684,-2.29402,5.71934,130.0466,-0.08371,50.16563
7157.784,-2.29402,5.73256,130.0466,-0.08371,50.28155
7157.884,-2.29402,5.72339,130.0466,-0.08371,50.20116
7157.984,-2.29402,5.72432,130.0466,-0.08371,50.20929
7158.084,-2.29402,5.72091,130.0466,-0.08371,50.17941
7158.184,-2.29402,5.70757,130.0471,-0.08371,50.0624
7158.284,-2.29402,5.69741,130.0471,-0.08371,49.97324
7158.384,-2.29402,5.68599,130.0471,-0.08371,49.87306
7158.484,-2.29402,5.68964,130.0471,-0.08371,49.90511
7158.584,-2.29402,5.69639,130.0471,-0.08371,49.96428
7158.684,-2.29402,5.69954,130.0471,-0.08371,49.99198
7158.784,-2.29402,5.69912,130.04593,-0.08371,49.9883
7158.884,-2.29402,5.70514,130.04593,-0.08371,50.0411
7158.984,-2.29402,5.70773,130.04593,-0.08371,50.06376
7159.084,-2.29402,5.71233,130.04593,-0.08371,50.10413
7159.184,-2.29402,5.70189,130.04593,-0.08371,50.01252
7159.284,-2.29402,5.70465,130.04593,-0.08371,50.03676
7159.384,-2.29402,5.68534,130.04543,-0.08371,49.86742
7159.484,-2.29402,5.67785,130.04543,-0.08371,49.80165
7159.584,-2.29402,5.67502,130.04543,-0.08371,49.77684
7159.684,-2.29402,5.68107,130.04543,-0.08371,49.82993
7159.784,-2.29402,5.6914,130.04543,-0.08371,49.92057
7159.884,-2.29402,5.70207,130.04543,-0.08371,50.01414
7159.984,-2.29402,5.71689,130.0472,-0.08371,50.14411
7160.084,-2.29402,5.7189,130.0472,-0.08371,50.16173
7160.184,-2.29402,5.71733,130.0472,-0.08371,50.14802
7160.284,-2.29402,5.71343,130.0472,-0.08371,50.11375
7160.384,-2.29402,5.70487,130.0472,-0.08371,50.03873
7160.484,-2.29402,5.69094,130.0472,-0.08371,49.91648
7160.584,-2.29402,5.68226,130.05045,-0.08371,49.84037
7160.684,-2.29402,5.67615,130.05045,-0.08371,49.78677
7160.784,-2.29402,5.68328,130.05045,-0.08371,49.84929
7160.884,-2.29402,5.6893,130.05045,-0.08371,49.90211
7160.984,-2.29402,5.6978,130.05045,-0.08371,49.97672
7161.084,-2.29402,5.69949,130.0482,-0.08371,49.99152
7161.184,-2.29402,5.70881,130.0482,-0.08371,50.07323
7161.284,-2.29402,5.71705,130.0482,-0.08371,50.14556
7161.384,-2.29402,5.71644,130.0482,-0.08371,50.1402
7161.484,-2.29402,5.70897,130.0482,-0.08371,50.07463
7161.584,-2.29402,5.69284,130.0482,-0.08371,49.93317
7161.684,-2.29402,5.68924,130.04948,-0.08371,49.90163
7161.784,-2.29402,5.68484,130.04948,-0.08371,49.863
7161.884,-2.29402,5.68087,130.04948,-0.08371,49.82817
7161.984,-2.29402,5.68049,130.04948,-0.08371,49.82487
7162.084,-2.29402,5.69364,130.04948,-0.08371,49.94022
7162.184,-2.29402,5.71088,130.04948,-0.08371,50.09144
7162.284,-2.29402,5.72186,130.04855,-0.08371,50.18771
7162.384,-2.29402,5.72178,130.04855,-0.08371,50.18699
7162.484,-2.29402,5.71641,130.04855,-0.08371,50.13995
7162.584,-2.29402,5.7051,130.04855,-0.08371,50.04073
7162.684,-2.29402,5.69747,130.04855,-0.08371,49.9738
7162.784,-2.29402,5.69147,130.04855,-0.08371,49.92112
7162.884,-2.29402,5.68723,130.04425,-0.08371,49.88393
7162.984,-2.29402,5.68387,130.04425,-0.08371,49.85452
7163.084,-2.29402,5.68785,130.04425,-0.08371,49.88937
7163.184,-2.29402,5.69834,130.04425,-0.08371,49.98139
7163.284,-2.29402,5.70228,130.04425,-0.08371,50.01593
7163.384,-2.29402,5.70849,130.04068,-0.08371,50.07048
7163.484,-2.29402,5.70867,130.04068,-0.08371,50.07206
7163.584,-2.29402,5.71394,130.04068,-0.08371,50.11821
7163.684,-2.29402,5.71244,130.04068,-0.08371,50.10512
7163.784,-2.29402,5.69557,130.04068,-0.08371,49.95713
7163.884,-2.29402,5.68769,130.04068,-0.08371,49.88804
7163.984,-2.29402,5.69118,130.03998,-0.08371,49.91859
7164.084,-2.29402,5.69331,130.03998,-0.08371,49.93731
7164.184,-2.29402,5.70113,130.03998,-0.08371,50.00588
7164.284,-2.29402,5.69697,130.03998,-0.08371,49.96943
7164.384,-2.29402,5.70587,130.03998,-0.08371,50.0475
7164.484,-2.29402,5.71959,130.03998,-0.08371,50.1678
7164.584,-2.29402,5.71967,130.03639,-0.08371,50.16847
7164.684,-2.29402,5.72225,130.03639,-0.08371,50.19114
7164.784,-2.29402,5.70426,130.03639,-0.08371,50.03333
7164.884,-2.29402,5.70168,130.03639,-0.08371,50.0107
7164.984,-2.29402,5.6956,130.03639,-0.08371,49.95737
7165.084,-2.29402,5.68433,130.03639,-0.08371,49.8585
7165.184,-2.29402,5.68559,130.0365,-0.08371,49.86958
7165.284,-2.29402,5.68579,130.0365,-0.08371,49.87131
7165.384,-2.29402,5.69713,130.0365,-0.08371,49.97076
7165.484,-2.29402,5.71357,130.0365,-0.08371,50.115
7165.584,-2.29402,5.71666,130.0365,-0.08371,50.14214
7165.684,-2.29402,5.71302,130.03596,-0.08371,50.11019
7165.784,-2.29402,5.71371,130.03596,-0.08371,50.11623
7165.884,-2.29402,5.71117,130.03596,-0.08371,50.09396
7165.984,-2.29402,5.70385,130.03596,-0.08371,50.02977
7166.084,-2.29402,5.69001,130.03596,-0.08371,49.90838
7166.184,-2.29402,5.68526,130.03596,-0.08371,49.86666
7166.284,-2.29402,5.68318,130.03415,-0.08371,49.84843
7166.384,-2.29402,5.68507,130.03415,-0.08371,49.86501
7166.484,-2.29402,5.697,130.03415,-0.08371,49.96962
7166.584,-2.29402,5.68964,130.03415,-0.08371,49.90512
7166.684,-2.29402,5.70395,130.03415,-0.08371,50.03062
7166.784,-2.29402,5.70065,130.03415,-0.08371,50.00166
7166.884,-2.29402,5.70253,130.02974,-0.08371,50.01816
7166.984,-2.29402,5.69719,130.02974,-0.08371,49.97129
7167.084,-2.29402,5.68549,130.02974,-0.08371,49.8687
7167.184,-2.29402,5.6891,130.02974,-0.08371,49.90034
7167.284,-2.29402,5.68977,130.02974,-0.08371,49.90622
7167.384,-2.29402,5.69154,130.02974,-0.08371,49.92181
7167.484,-2.29402,5.69815,130.02432,-0.08371,49.97972
7167.584,-2.29402,5.69017,130.02432,-0.08371,49.90974
7167.684,-2.29402,5.69834,130.02432,-0.08371,49.98137
7167.784,-2.29402,5.69842,130.02432,-0.08371,49.98213
7167.884,-2.29402,5.71292,130.02432,-0.08371,50.10929
7167.984,-2.29402,5.71452,130.02432,-0.08371,50.12329
7168.084,-2.29402,5.7039,130.01701,-0.08371,50.03014
7168.184,-2.29402,5.7034,130.01701,-0.08371,50.02578
7168.284,-2.29402,5.70101,130.01701,-0.08371,50.00481
7168.384,-2.29402,5.69479,130.01701,-0.08371,49.95031
7168.484,-2.29402,5.6923,130.01701,-0.08371,49.92847
7168.584,-2.29402,5.69179,130.01187,-0.08371,49.92395
7168.684,-2.29402,5.69776,130.01187,-0.08371,49.97636
7168.784,-2.29402,5.70467,130.01187,-0.08371,50.03693
7168.884,-2.29402,5.71489,130.01187,-0.08371,50.1266
7168.984,-2.29402,5.71679,130.01187,-0.08371,50.14322
7169.084,-2.29402,5.7129,130.01187,-0.08371,50.10916
7169.184,-2.29402,5.71975,130.00882,-0.08371,50.16921
7169.284,-2.29402,5.71592,130.00882,-0.08371,50.13564
7169.384,-2.29402,5.71362,130.00882,-0.08371,50.11543
7169.484,-2.29402,5.7113,130.00882,-0.08371,50.0951
7169.584,-2.29402,5.70495,130.00882,-0.08371,50.03936
7169.684,-2.29402,5.70719,130.00882,-0.08371,50.05901
7169.784,-2.29402,5.71123,130.00752,-0.08371,50.09447
7169.884,-2.29402,5.71012,130.00752,-0.08371,50.08477
7169.984,-2.29402,5.71572,130.00752,-0.08371,50.13387
7170.084,-2.29402,5.71194,130.00752,-0.08371,50.1007
7170.184,-2.29402,5.71167,130.00752,-0.08371,50.09837
7170.284,-2.29402,5.71441,130.00752,-0.08371,50.12239
7170.384,-2.29402,5.70815,130.00565,-0.08371,50.06746
7170.484,-2.29402,5.70038,130.00565,-0.08371,49.9993
7170.584,-2.29402,5.69644,130.00565,-0.08371,49.96475
7170.684,-2.29402,5.70353,130.00565,-0.08371,50.02694
7170.784,-2.29402,5.69916,130.00565,-0.08371,49.98861
7170.884,-2.29402,5.68979,130.00471,-0.08371,49.90638
7170.984,-2.29402,5.6933,130.00471,-0.08371,49.93719
7171.084,-2.29402,5.6998,130.00471,-0.08371,49.99426
7171.184,-2.29402,5.70401,130.00471,-0.08371,50.03111
7171.284,-2.29402,5.70948,130.00471,-0.08371,50.07914
7171.384,-2.29402,5.70371,130.00471,-0.08371,50.02855
7171.484,-2.29402,5.70519,130.00803,-0.08371,50.04152
7171.584,-2.29402,5.70802,130.00803,-0.08371,50.06632
7171.684,-2.29402,5.71125,130.00803,-0.08371,50.09464
7171.784,-2.29402,5.70654,130.00803,-0.08371,50.05331
7171.884,-2.29402,5.69898,130.00803,-0.08371,49.98706
7171.984,-2.29402,5.69962,130.00803,-0.08371,49.99263
7172.084,-2.29402,5.70574,130.00946,-0.08371,50.04634
7172.184,-2.29402,5.70001,130.00946,-0.08371,49.99608
7172.284,-2.29402,5.70512,130.00946,-0.08371,50.04085
7172.384,-2.29402,5.70581,130.00946,-0.08371,50.04694
7172.484,-2.29402,5.71462,130.00946,-0.08371,50.12418
7172.584,-2.29402,5.70301,130.00946,-0.08371,50.02235
7172.684,-2.29402,5.70357,130.00826,-0.08371,50.02731
7172.784,-2.29402,5.69739,130.00826,-0.08371,49.97306
7172.884,-2.29402,5.69783,130.00826,-0.08371,49.97696
7172.984,-2.29402,5.70856,130.00826,-0.08371,50.07109
7173.084,-2.29402,5.70243,130.00826,-0.08371,50.01731
7173.184,-2.29402,5.70337,130.00916,-0.08371,50.02552
7173.284,-2.29402,5.70544,130.00916,-0.08371,50.04372
7173.384,-2.29402,5.70622,130.00916,-0.08371,50.05052
7173.484,-2.29402,5.71201,130.00916,-0.08371,50.10128
7173.584,-2.29402,5.71325,130.00916,-0.08371,50.11216
7173.684,-2.29402,5.70622,130.00916,-0.08371,50.05055
7173.784,-2.29402,5.70209,130.01012,-0.08371,50.01434
7173.884,-2.29402,5.70468,130.01012,-0.08371,50.03705
7173.984,-2.29402,5.7177,130.01012,-0.08371,50.15124
7174.084,-2.29402,5.70668,130.01012,-0.08371,50.05453
7174.184,-2.29402,5.70531,130.01012,-0.08371,50.04252
7174.284,-2.29402,5.70555,130.01012,-0.08371,50.04463
7174.384,-2.29402,5.69646,130.01147,-0.08371,49.96495
7174.484,-2.29402,5.7028,130.01147,-0.08371,50.02049
7174.584,-2.29402,5.69333,130.01147,-0.08371,49.93751
7174.684,-2.29402,5.6973,130.01147,-0.08371,49.97226
7174.784,-2.29402,5.69504,130.01147,-0.08371,49.95249
7174.884,-2.29402,5.69482,130.01147,-0.08371,49.95053
7174.984,-2.29402,5.69724,130.01332,-0.08371,49.9718
7175.084,-2.29402,5.70277,130.01332,-0.08371,50.02024
7175.184,-2.29402,5.70381,130.01332,-0.08371,50.0294
7175.284,-2.29402,5.71368,130.01332,-0.08371,50.11594
7175.384,-2.29402,5.7113,130.01332,-0.08371,50.09509
7175.484,-2.29402,5.71026,130.01332,-0.08371,50.08598
7175.584,-2.29402,5.69928,130.01587,-0.08371,49.98964
7175.684,-2.29402,5.69844,130.01587,-0.08371,49.9823
7175.784,-2.29402,5.69346,130.01587,-0.08371,49.93864
7175.884,-2.29402,5.69547,130.01587,-0.08371,49.95626
7175.984,-2.29402,5.69595,130.01587,-0.08371,49.96047
7176.084,-2.29402,5.6908,130.01726,-0.08371,49.91525
7176.184,-2.29402,5.69654,130.01726,-0.08371,49.9656
7176.284,-2.29402,5.70193,130.01726,-0.08371,50.01289
7176.384,-2.29402,5.71137,130.01726,-0.08371,50.0957
7176.484,-2.29402,5.71755,130.01726,-0.08371,50.14995
7176.584,-2.29402,5.71239,130.01726,-0.08371,50.10466
7176.684,-2.29402,5.7023,130.01668,-0.08371,50.01615
7176.784,-2.29402,5.70501,130.01668,-0.08371,50.03992
7176.884,-2.29402,5.69635,130.01668,-0.08371,49.96398
7176.984,-2.29402,5.6917,130.01668,-0.08371,49.92321
7177.084,-2.29402,5.6902,130.01668,-0.08371,49.91002
7177.184,-2.29402,5.69857,130.01668,-0.08371,49.98344
7177.284,-2.29402,5.71076,130.01263,-0.08371,50.09039
7177.384,-2.29402,5.71712,130.01263,-0.08371,50.14613
7177.484,-2.29402,5.7194,130.01263,-0.08371,50.16616
7177.584,-2.29402,5.71481,130.01263,-0.08371,50.12591
7177.684,-2.29402,5.71835,130.01263,-0.08371,50.15694
7177.784,-2.29402,5.71203,130.01263,-0.08371,50.10146
7177.884,-2.29402,5.70019,130.00809,-0.08371,49.99762
7177.984,-2.29402,5.68467,130.00809,-0.08371,49.86153
7178.084,-2.29402,5.6779,130.00809,-0.08371,49.80213
