Test : Start of hold value,50,MPa,,,
,,,,,
Time,Extension,Load,Temperature: Chamber 3119-600 1 1,Tensile strain (Extension),Tensile stress
(s),(mm),(N),(C),(mm/mm),(MPa)
46.384,7.5374,6.38702,55.75243,0.00849,56.02198
46.484,7.53725,6.3349,55.75564,0.00849,55.56481
46.584,7.53709,6.46508,55.75564,0.00849,56.70666
46.684,7.53691,6.33489,55.75564,0.00849,55.56471
46.784,7.53673,6.3416,55.75564,0.00849,55.6236
46.884,7.53653,6.44805,55.75564,0.00848,56.5573
46.984,7.53631,6.31206,55.75564,0.00848,55.36448
47.084,7.53607,6.37862,55.76481,0.00848,55.94833
47.184,7.53578,6.42865,55.76481,0.00848,56.38717
47.284,7.53546,6.28576,55.76481,0.00847,55.13376
47.384,7.53511,6.3843,55.76481,0.00847,55.9981
47.484,7.53466,6.39388,55.76481,0.00847,56.08215
47.584,7.53408,6.25434,55.76481,0.00846,54.85825
47.684,7.53335,6.37424,55.77423,0.00845,55.90988
47.784,7.53243,6.31152,55.77423,0.00845,55.35973
47.884,7.53125,6.22459,55.77423,0.00844,54.59729
47.984,7.52995,6.34557,55.77423,0.00842,55.65843
48.084,7.52862,6.17725,55.77423,0.00841,54.18208
48.184,7.52748,6.27284,55.77224,0.0084,55.02049
48.284,7.52636,6.22626,55.77224,0.00839,54.61188
48.384,7.52508,6.1879,55.77224,0.00838,54.27544
48.484,7.52342,6.23895,55.77224,0.00836,54.72323
48.584,7.5215,6.11229,55.77224,0.00834,53.61222
48.684,7.51973,6.2047,55.77224,0.00833,54.42282
48.784,7.5182,6.04018,55.77629,0.00831,52.97977
48.884,7.51659,6.18453,55.77629,0.0083,54.24589
48.984,7.5145,5.97083,55.77629,0.00828,52.37152
49.084,7.51228,6.10539,55.77629,0.00826,53.55175
49.184,7.51017,5.94648,55.77629,0.00824,52.15787
49.284,7.50776,6.0149,55.77629,0.00821,52.75804
49.384,7.50486,5.94431,55.78103,0.00819,52.13883
49.484,7.50227,5.92401,55.78103,0.00816,51.96086
49.584,7.49969,5.90795,55.78103,0.00814,51.81999
49.684,7.49684,5.87696,55.78103,0.00811,51.54814
49.784,7.49463,5.82677,55.78103,0.00809,51.10793
49.884,7.49272,5.83446,55.78103,0.00807,51.17536
49.984,7.49055,5.75187,55.78415,0.00805,50.45094
50.084,7.48832,5.77279,55.78415,0.00803,50.63446
50.184,7.48648,5.72205,55.78415,0.00802,50.18934
50.284,7.48464,5.69229,55.78415,0.008,49.92839
50.384,7.48231,5.71286,55.78415,0.00798,50.10875
50.484,7.47981,5.60366,55.78415,0.00795,49.15098
50.584,7.47751,5.6571,55.79253,0.00793,49.61967
50.684,7.47478,5.56005,55.79253,0.00791,48.76841
50.784,7.47173,5.53152,55.79253,0.00788,48.5182
50.884,7.46926,5.54457,55.79253,0.00785,48.63264
50.984,7.4664,5.42428,55.79253,0.00783,47.57754
51.084,7.46328,5.47011,55.79602,0.0078,47.97957
51.184,7.46062,5.3544,55.79602,0.00777,46.96461
51.284,7.45754,5.40648,55.79602,0.00774,47.42147
51.384,7.45469,5.26162,55.79602,0.00772,46.15084
51.484,7.45238,5.38381,55.79602,0.0077,47.22262
51.584,7.44988,5.17423,55.79602,0.00767,45.38433
51.684,7.44779,5.35606,55.79773,0.00765,46.97922
51.784,7.44645,5.15804,55.79773,0.00764,45.24228
51.884,7.44549,5.28085,55.79773,0.00763,46.31954
51.984,7.44469,5.19424,55.79773,0.00762,45.55986
52.084,7.4439,5.21288,55.79773,0.00762,45.72336
52.184,7.44314,5.20541,55.79773,0.00761,45.65779
52.284,7.44233,5.1631,55.79985,0.0076,45.28667
52.384,7.44164,5.21726,55.79985,0.00759,45.76178
52.484,7.44108,5.14854,55.79985,0.00759,45.159
52.584,7.44073,5.20999,55.79985,0.00759,45.69797
52.684,7.44048,5.14308,55.79985,0.00758,45.1111
52.784,7.44034,5.20896,55.79985,0.00758,45.68892
52.884,7.44024,5.14722,55.79704,0.00758,45.14739
52.984,7.44019,5.19297,55.79704,0.00758,45.54871
53.084,7.44016,5.16145,55.79704,0.00758,45.27224
53.184,7.44014,5.17467,55.79704,0.00758,45.3882
53.284,7.44012,5.17163,55.79704,0.00758,45.36151
53.384,7.44012,5.17444,55.79711,0.00758,45.38618
53.484,7.44012,5.18516,55.79711,0.00758,45.4802
53.584,7.44012,5.17723,55.79711,0.00758,45.41067
53.684,7.44012,5.18842,55.79711,0.00758,45.50881
53.784,7.44012,5.18359,55.79711,0.00758,45.46647
53.884,7.44012,5.20742,55.79711,0.00758,45.67543
53.984,7.44013,5.16198,55.79807,0.00758,45.27692
54.084,7.44013,5.19819,55.79807,0.00758,45.59451
54.184,7.44014,5.15247,55.79807,0.00758,45.19343
54.284,7.44014,5.19869,55.79807,0.00758,45.59888
54.384,7.44015,5.1477,55.79807,0.00758,45.15159
54.484,7.44015,5.21265,55.79807,0.00758,45.72128
54.584,7.44016,5.14838,55.80817,0.00758,45.15757
54.684,7.44016,5.20741,55.80817,0.00758,45.67539
54.784,7.44017,5.14436,55.80817,0.00758,45.12231
54.884,7.44017,5.22672,55.80817,0.00758,45.84469
54.984,7.44018,5.13349,55.80817,0.00758,45.02699
55.084,7.44018,5.22073,55.80817,0.00758,45.79221
55.184,7.44019,5.13129,55.81308,0.00758,45.00769
55.284,7.4402,5.22945,55.81308,0.00758,45.86868
55.384,7.4402,5.12178,55.81308,0.00758,44.92426
55.484,7.44021,5.23043,55.81308,0.00758,45.87725
55.584,7.44021,5.12666,55.81308,0.00758,44.96704
55.684,7.44022,5.25262,55.81527,0.00758,46.07188
55.784,7.44023,5.13147,55.81527,0.00758,45.00928
55.884,7.44023,5.24855,55.81527,0.00758,46.03617
55.984,7.44024,5.1116,55.81527,0.00758,44.835
56.084,7.44024,5.23906,55.81527,0.00758,45.95296
56.184,7.44025,5.12144,55.81527,0.00758,44.92133
56.284,7.44025,5.21783,55.82126,0.00758,45.76679
56.384,7.44027,5.12565,55.82126,0.00758,44.95821
56.484,7.44027,5.21512,55.82126,0.00758,45.74294
56.584,7.44028,5.14431,55.82126,0.00758,45.12188
56.684,7.44028,5.2046,55.82126,0.00758,45.65068
56.784,7.44029,5.1609,55.82126,0.00758,45.26739
56.884,7.4403,5.1987,55.82854,0.00758,45.59894
56.984,7.4403,5.17389,55.82854,0.00758,45.38138
57.084,7.44031,5.19432,55.82854,0.00758,45.56055
57.184,7.44032,5.17041,55.82854,0.00758,45.35086
57.284,7.44032,5.18459,55.82854,0.00758,45.47523
57.384,7.44034,5.17792,55.82854,0.00758,45.41667
57.484,7.44034,5.16636,55.83451,0.00758,45.31527
57.584,7.4404,5.18476,55.83451,0.00758,45.47668
57.684,7.44053,5.16431,55.83451,0.00758,45.29731
57.784,7.44056,5.18777,55.83451,0.00758,45.50308
57.884,7.44057,5.19066,55.83451,0.00758,45.52848
57.984,7.44058,5.20124,55.83451,0.00758,45.62123
58.084,7.44059,5.19038,55.83854,0.00758,45.52596
58.184,7.44061,5.19597,55.83854,0.00758,45.57503
58.284,7.44061,5.17002,55.83854,0.00758,45.34742
58.384,7.44062,5.20141,55.83854,0.00759,45.62271
58.484,7.44063,5.14764,55.83854,0.00759,45.15111
58.584,7.44064,5.21701,55.84223,0.00759,45.75957
58.684,7.44065,5.12314,55.84223,0.00759,44.93621
58.784,7.44066,5.23779,55.84223,0.00759,45.94185
58.884,7.44067,5.10696,55.84223,0.00759,44.79425
58.984,7.44068,5.27408,55.84223,0.00759,46.26015
59.084,7.44068,5.11045,55.84223,0.00759,44.8249
59.184,7.44069,5.29782,55.84524,0.00759,46.46833
59.284,7.4407,5.10242,55.84524,0.00759,44.75446
59.384,7.44071,5.28609,55.84524,0.00759,46.36543
59.484,7.44072,5.09136,55.84524,0.00759,44.65745
59.584,7.44073,5.26266,55.84524,0.00759,46.15998
59.684,7.44074,5.10253,55.84524,0.00759,44.75541
59.784,7.44075,5.21942,55.84726,0.00759,45.78066
59.884,7.44076,5.13798,55.84726,0.00759,45.06634
59.984,7.44077,5.20135,55.84726,0.00759,45.62218
60.084,7.44079,5.18118,55.84726,0.00759,45.44525
60.184,7.44079,5.18808,55.84726,0.00759,45.50584
60.284,7.4408,5.22135,55.84726,0.00759,45.7976
60.384,7.44082,5.16715,55.85125,0.00759,45.32225
60.484,7.44083,5.25151,55.85125,0.00759,46.06213
60.584,7.44084,5.1318,55.85125,0.00759,45.01215
60.684,7.44086,5.26717,55.85125,0.00759,46.19951
60.784,7.44088,5.08635,55.85125,0.00759,44.61354
60.884,7.44089,5.27526,55.85689,0.00759,46.27045
60.984,7.44091,5.09793,55.85689,0.00759,44.7151
61.084,7.44092,5.28597,55.85689,0.00759,46.36446
61.184,7.44095,5.10987,55.85689,0.00759,44.81985
61.284,7.44096,5.29084,55.85689,0.00759,46.40711
61.384,7.44098,5.12547,55.85689,0.00759,44.95664
61.484,7.441,5.27197,55.86134,0.00759,46.24159
61.584,7.44102,5.14724,55.86134,0.00759,45.14758
61.684,7.44104,5.23976,55.86134,0.00759,45.95911
61.784,7.44106,5.16981,55.86134,0.00759,45.34558
61.884,7.44109,5.1837,55.86134,0.00759,45.4674
61.984,7.44111,5.19217,55.86134,0.00759,45.54173
62.084,7.44113,5.14477,55.86177,0.00759,45.12597
62.184,7.44115,5.23288,55.86177,0.00759,45.89873
62.284,7.44118,5.12773,55.86177,0.00759,44.97651
62.384,7.4412,5.27768,55.86177,0.00759,46.2917
62.484,7.44122,5.13801,55.86177,0.00759,45.06668
62.584,7.44125,5.30493,55.86177,0.00759,46.53071
62.684,7.44127,5.12007,55.8667,0.00759,44.90928
62.784,7.44137,5.29569,55.8667,0.00759,46.44964
62.884,7.44141,5.10741,55.8667,0.00759,44.79823
62.984,7.44144,5.28541,55.8667,0.00759,46.35947
63.084,7.44147,5.12229,55.8667,0.00759,44.92872
63.184,7.4415,5.26588,55.8667,0.00759,46.18822
63.284,7.44152,5.15392,55.86854,0.00759,45.20617
63.384,7.44155,5.24381,55.86854,0.00759,45.99464
63.484,7.44158,5.20057,55.86854,0.00759,45.61541
63.584,7.44161,5.23462,55.86854,0.00759,45.91404
63.684,7.44163,5.23824,55.86854,0.00759,45.94578
63.784,7.44166,5.19563,55.87205,0.00759,45.57204
63.884,7.4417,5.26038,55.87205,0.0076,46.13995
63.984,7.44174,5.13733,55.87205,0.0076,45.06068
64.084,7.44178,5.27053,55.87205,0.0076,46.22902
64.184,7.44182,5.10627,55.87205,0.0076,44.78823
64.284,7.44185,5.29132,55.87205,0.0076,46.41133
64.384,7.44189,5.10977,55.88176,0.0076,44.81894
64.484,7.44193,5.28152,55.88176,0.0076,46.32538
64.584,7.44197,5.1503,55.88176,0.0076,45.17439
64.684,7.44201,5.27484,55.88176,0.0076,46.26677
64.784,7.44205,5.19812,55.88176,0.0076,45.5939
64.884,7.44209,5.21828,55.88176,0.0076,45.7707
64.984,7.44213,5.2542,55.88688,0.0076,46.08574
65.084,7.44218,5.15909,55.88688,0.0076,45.25153
65.184,7.44224,5.2796,55.88688,0.0076,46.30859
65.284,7.4423,5.1145,55.88688,0.0076,44.86042
65.384,7.44237,5.29119,55.88688,0.0076,46.41018
65.484,7.44245,5.11354,55.88688,0.0076,44.85197
65.584,7.44253,5.29015,55.88723,0.0076,46.40112
65.684,7.44262,5.15019,55.88723,0.0076,45.1735
65.784,7.44272,5.27185,55.88723,0.0076,46.24054
65.884,7.44282,5.22508,55.88723,0.00761,45.83038
65.984,7.44294,5.20843,55.88723,0.00761,45.68431
66.084,7.44307,5.28487,55.88903,0.00761,46.35477
66.184,7.44323,5.14843,55.88903,0.00761,45.15799
66.284,7.44343,5.30794,55.88903,0.00761,46.55717
66.384,7.44364,5.12237,55.88903,0.00761,44.92945
66.484,7.4439,5.30157,55.88903,0.00762,46.5013
66.584,7.44424,5.12737,55.88903,0.00762,44.97335
66.684,7.44466,5.29033,55.89362,0.00762,46.40267
66.784,7.44517,5.18318,55.89362,0.00763,45.4628
66.884,7.44578,5.30408,55.89362,0.00763,46.52325
66.984,7.44643,5.23137,55.89362,0.00764,45.88555
67.084,7.44707,5.32428,55.89362,0.00765,46.70047
67.184,7.4476,5.24676,55.89362,0.00765,46.02047
67.284,7.44807,5.3303,55.89605,0.00765,46.75328
67.384,7.44844,5.23636,55.89605,0.00766,45.92927
67.484,7.44873,5.32433,55.89605,0.00766,46.70088
67.584,7.44899,5.21788,55.89605,0.00766,45.76715
67.684,7.44916,5.31895,55.89605,0.00767,46.6537
67.784,7.44924,5.2321,55.89605,0.00767,45.89188
67.884,7.44929,5.34193,55.90077,0.00767,46.85525
67.984,7.44933,5.25514,55.90077,0.00767,46.09398
68.084,7.4495,5.35723,55.90077,0.00767,46.98945
68.184,7.44972,5.262,55.90077,0.00767,46.15417
68.284,7.45,5.36655,55.90077,0.00767,47.07121
68.384,7.45026,5.26644,55.90451,0.00768,46.19311
68.484,7.45057,5.36257,55.90451,0.00768,47.03627
68.584,7.4509,5.26818,55.90451,0.00768,46.20839
68.684,7.45131,5.35284,55.90451,0.00769,46.95095
68.784,7.45179,5.26414,55.90451,0.00769,46.17297
68.884,7.45246,5.36932,55.90451,0.0077,47.09554
68.984,7.45336,5.28104,55.91114,0.0077,46.32121
69.084,7.45441,5.41061,55.91114,0.00771,47.45769
69.184,7.45546,5.33873,55.91114,0.00772,46.82719
69.284,7.45641,5.45635,55.91114,0.00773,47.85888
69.384,7.45722,5.38626,55.91114,0.00774,47.24413
69.484,7.45795,5.47892,55.91114,0.00775,48.05683
69.584,7.45867,5.39675,55.92028,0.00775,47.33609
69.684,7.45948,5.46669,55.92028,0.00776,47.94956
69.784,7.46044,5.40432,55.92028,0.00777,47.40253
69.884,7.46164,5.48652,55.92028,0.00778,48.12346
69.984,7.46294,5.39405,55.92028,0.00779,47.31246
70.084,7.46415,5.54108,55.92028,0.00781,48.60205
70.184,7.46518,5.40696,55.91999,0.00782,47.42564
70.284,7.46603,5.60693,55.91999,0.00782,49.17966
70.384,7.46683,5.42458,55.91999,0.00783,47.58022
70.484,7.46765,5.63604,55.91999,0.00784,49.43494
70.584,7.46859,5.48618,55.91999,0.00785,48.1205
70.684,7.46976,5.61758,55.91999,0.00786,49.27301
70.784,7.47112,5.55111,55.92514,0.00787,48.69002
70.884,7.47244,5.6005,55.92514,0.00788,49.12322
70.984,7.47371,5.60992,55.92514,0.0079,49.20585
71.084,7.475,5.58254,55.92514,0.00791,48.96574
71.184,7.47658,5.68612,55.92514,0.00792,49.87423
71.284,7.4787,5.60932,55.92787,0.00794,49.20057
71.384,7.48085,5.778,55.92787,0.00796,50.68013
71.484,7.48269,5.67548,55.92787,0.00798,49.7809
71.584,7.48468,5.8367,55.92787,0.008,51.19498
71.684,7.48701,5.73755,55.92787,0.00802,50.32535
71.784,7.48898,5.89951,55.92787,0.00804,51.74596
71.884,7.4904,5.74749,55.93226,0.00805,50.41253
71.984,7.4916,5.92635,55.93226,0.00806,51.9813
72.084,7.49284,5.74426,55.93226,0.00807,50.38421
72.184,7.49428,5.93988,55.93226,0.00809,52.10004
72.284,7.49573,5.78897,55.93226,0.0081,50.77637
72.384,7.49691,5.97279,55.93226,0.00811,52.38866
72.484,7.49778,5.8282,55.93939,0.00812,51.12043
72.584,7.49851,5.99758,55.93939,0.00813,52.60608
72.684,7.49914,5.86161,55.93939,0.00813,51.41351
72.784,7.49976,6.0132,55.93939,0.00814,52.7431
72.884,7.50036,5.87213,55.93939,0.00815,51.50577
72.984,7.50106,6.01926,55.93939,0.00815,52.79625
73.084,7.50183,5.87951,55.94177,0.00816,51.57052
73.184,7.50269,6.04835,55.94177,0.00817,53.05146
73.284,7.50342,5.89616,55.94177,0.00817,51.71653
73.384,7.50405,6.07321,55.94177,0.00818,53.26951
73.484,7.50447,5.89347,55.94177,0.00818,51.69295
73.584,7.50477,6.0808,55.94805,0.00819,53.33606
73.684,7.50496,5.9154,55.94805,0.00819,51.88526
73.784,7.50506,6.0679,55.94805,0.00819,53.22287
73.884,7.50513,5.96029,55.94805,0.00819,52.27906
73.984,7.50517,6.01026,55.94805,0.00819,52.7173
74.084,7.5052,6.00527,55.94805,0.00819,52.67358
74.184,7.50522,5.95713,55.95222,0.00819,52.25136
74.284,7.50523,6.04773,55.95222,0.00819,53.04596
74.384,7.50524,5.92424,55.95222,0.00819,51.96282
74.484,7.50525,6.07197,55.95222,0.00819,53.25856
74.584,7.50526,5.90635,55.95222,0.00819,51.80593
74.684,7.50526,6.08116,55.95222,0.00819,53.33922
74.784,7.50526,5.93587,55.95713,0.00819,52.06488
74.884,7.50526,6.05306,55.95713,0.00819,53.09278
74.984,7.50526,5.9796,55.95713,0.00819,52.44838
75.084,7.50526,6.00465,55.95713,0.00819,52.6681
75.184,7.50525,6.02521,55.95713,0.00819,52.84848
75.284,7.50525,5.9406,55.95713,0.00819,52.10631
75.384,7.50525,6.05673,55.95856,0.00819,53.12491
75.484,7.50525,5.89914,55.95856,0.00819,51.74264
75.584,7.50525,6.06456,55.95856,0.00819,53.19358
75.684,7.50525,5.8997,55.95856,0.00819,51.74756
75.784,7.50524,6.00186,55.95856,0.00819,52.64368
75.884,7.50525,5.94749,55.96266,0.00819,52.16677
75.984,7.50524,6.00506,55.96266,0.00819,52.6717
76.084,7.50524,6.02441,55.96266,0.00819,52.84141
76.184,7.50524,5.95222,55.96266,0.00819,52.20826
76.284,7.50524,6.06994,55.96266,0.00819,53.24084
76.384,7.50523,5.90131,55.96266,0.00819,51.7617
76.484,7.50523,6.06184,55.96725,0.00819,53.16976
76.584,7.50523,5.912,55.96725,0.00819,51.85551
76.684,7.50523,6.02213,55.96725,0.00819,52.82141
76.784,7.50523,5.97196,55.96725,0.00819,52.38142
76.884,7.50522,5.95777,55.96725,0.00819,52.25691
76.984,7.50522,6.04413,55.96725,0.00819,53.0144
77.084,7.50522,5.91784,55.97025,0.00819,51.90668
77.184,7.50522,6.08428,55.97025,0.00819,53.36659
77.284,7.50521,5.91869,55.97025,0.00819,51.91417
77.384,7.50521,6.07411,55.97025,0.00819,53.2774
77.484,7.50521,5.95871,55.97025,0.00819,52.26522
77.584,7.50521,6.00325,55.97025,0.00819,52.65588
77.684,7.5052,6.00291,55.97156,0.00819,52.65288
77.784,7.5052,5.92136,55.97156,0.00819,51.93758
77.884,7.5052,6.03636,55.97156,0.00819,52.94622
77.984,7.50519,5.88424,55.97156,0.00819,51.61198
78.084,7.50519,6.05229,55.97156,0.00819,53.08603
78.184,7.50519,5.90476,55.97156,0.00819,51.79199
78.284,7.50518,6.04161,55.97565,0.00819,52.99235
78.384,7.50518,5.96453,55.97565,0.00819,52.31619
78.484,7.50518,5.99814,55.97565,0.00819,52.61099
78.584,7.50518,6.03082,55.97565,0.00819,52.89768
78.684,7.50517,5.95136,55.97565,0.00819,52.20071
78.784,7.50517,6.07587,55.98069,0.00819,53.29283
78.884,7.50517,5.90682,55.98069,0.00819,51.81006
78.984,7.50516,6.06793,55.98069,0.00819,53.22316
79.084,7.50516,5.89265,55.98069,0.00819,51.68574
79.184,7.50516,6.0521,55.98069,0.00819,53.0843
79.284,7.50516,5.91567,55.98069,0.00819,51.8877
79.384,7.50515,6.02989,55.98841,0.00819,52.88955
79.484,7.50515,5.9709,55.98841,0.00819,52.37212
79.584,7.50515,6.00847,55.98841,0.00819,52.70167
79.684,7.50514,6.01562,55.98841,0.00819,52.76437
79.784,7.50514,5.97087,55.98841,0.00819,52.37182
79.884,7.50513,6.04972,55.98841,0.00819,53.0634
79.984,7.50513,5.91712,55.99276,0.00819,51.90036
80.084,7.50513,6.05403,55.99276,0.00819,53.10129
80.184,7.50513,5.87421,55.99276,0.00819,51.52403
80.284,7.50513,6.04845,55.99276,0.00819,53.05228
80.384,7.50512,5.86436,55.99276,0.00819,51.43759
80.484,7.50512,6.0407,55.99276,0.00819,52.98431
80.584,7.50512,5.89107,56.00003,0.00819,51.67188
80.684,7.50511,6.03703,56.00003,0.00819,52.9521
80.784,7.50511,5.94631,56.00003,0.00819,52.15641
80.884,7.50511,6.00322,56.00003,0.00819,52.65557
80.984,7.5051,5.99538,56.00003,0.00819,52.58679
81.084,7.5051,5.94976,56.00003,0.00819,52.18669
81.184,7.5051,6.02923,56.00633,0.00819,52.88374
81.284,7.5051,5.89766,56.00633,0.00819,51.72968
81.384,7.50509,6.0295,56.00633,0.00819,52.88607
81.484,7.50509,5.86466,56.00633,0.00819,51.44022
81.584,7.50509,6.04744,56.00633,0.00819,53.04345
81.684,7.50508,5.87441,56.01383,0.00819,51.52575
81.784,7.50508,6.05337,56.01383,0.00819,53.09544
81.884,7.50507,5.90945,56.01383,0.00819,51.83307
81.984,7.50507,6.03362,56.01383,0.00819,52.92221
82.084,7.50507,5.94258,56.01383,0.00819,52.12373
82.184,7.50507,5.96916,56.01383,0.00819,52.3568
82.284,7.50506,5.98054,56.02003,0.00819,52.45665
82.384,7.50506,5.9224,56.02003,0.00819,51.94672
82.484,7.50506,6.0092,56.02003,0.00819,52.70807
82.584,7.50505,5.88826,56.02003,0.00819,51.64725
82.684,7.50505,6.04386,56.02003,0.00819,53.01205
82.784,7.50505,5.86887,56.02003,0.00819,51.47714
82.884,7.50504,6.06014,56.02332,0.00819,53.15481
82.984,7.50503,5.89501,56.02332,0.00819,51.70643
83.084,7.50503,6.052,56.02332,0.00819,53.08346
83.184,7.50503,5.92539,56.02332,0.00819,51.97292
83.284,7.50503,6.0062,56.02332,0.00819,52.68176
83.384,7.50502,5.94273,56.02619,0.00819,52.12501
83.484,7.50502,5.93788,56.02619,0.00819,52.08247
83.584,7.50501,5.98457,56.02619,0.00819,52.492
83.684,7.50502,5.89499,56.02619,0.00819,51.70627
83.784,7.50501,6.03067,56.02619,0.00819,52.89638
83.884,7.50501,5.88323,56.02619,0.00819,51.60309
83.984,7.505,6.06474,56.0262,0.00819,53.19518
84.084,7.505,5.89163,56.0262,0.00819,51.67678
84.184,7.50499,6.05603,56.0262,0.00819,53.11883
84.284,7.50499,5.92429,56.0262,0.00819,51.96324
84.384,7.50498,6.00182,56.0262,0.00819,52.64327
84.484,7.50498,5.95784,56.0262,0.00819,52.25758
84.584,7.50498,5.94767,56.02538,0.00819,52.16837
84.684,7.50497,5.97909,56.02538,0.00819,52.44397
84.784,7.50497,5.91723,56.02538,0.00819,51.90133
84.884,7.50497,6.02411,56.02538,0.00819,52.83884
84.984,7.50496,5.90737,56.02538,0.00819,51.81482
85.084,7.50496,6.07006,56.02538,0.00819,53.24187
85.184,7.50495,5.91009,56.0289,0.00819,51.83876
85.284,7.50494,6.08447,56.0289,0.00819,53.36823
85.384,7.50494,5.89894,56.0289,0.00819,51.74088
85.484,7.50494,6.05492,56.0289,0.00819,53.10902
85.584,7.50493,5.89601,56.0289,0.00819,51.71519
85.684,7.50493,6.01102,56.0289,0.00819,52.72396
85.784,7.50493,5.90422,56.02902,0.00819,51.78728
85.884,7.50492,5.97635,56.02902,0.00819,52.41989
85.984,7.50492,5.9501,56.02902,0.00819,52.18967
86.084,7.50491,5.95672,56.02902,0.00819,52.24768
86.184,7.50491,6.02283,56.02902,0.00819,52.82757
86.284,7.5049,5.93219,56.03144,0.00819,52.03258
86.384,7.5049,6.06608,56.03144,0.00819,53.20696
86.484,7.50489,5.89824,56.03144,0.00819,51.73479
86.584,7.50488,6.06061,56.03144,0.00819,53.15896
86.684,7.50488,5.86682,56.03144,0.00819,51.45917
86.784,7.50488,6.03812,56.03144,0.00819,52.96174
86.884,7.50488,5.86275,56.03333,0.00819,51.42352
86.984,7.50487,6.01715,56.03333,0.00819,52.77777
87.084,7.50486,5.89253,56.03333,0.00819,51.68469
87.184,7.50486,6.00186,56.03333,0.00819,52.64365
87.284,7.50485,5.9641,56.03333,0.00819,52.31241
87.384,7.50485,5.96495,56.03333,0.00819,52.31991
87.484,7.50484,6.02122,56.03627,0.00819,52.81351
87.584,7.50483,5.91604,56.03627,0.00819,51.89088
87.684,7.50482,6.04502,56.03627,0.00819,53.02222
87.784,7.50482,5.86405,56.03627,0.00819,51.43486
87.884,7.50481,6.03154,56.03627,0.00819,52.90397
87.984,7.50481,5.84658,56.03627,0.00819,51.28164
88.084,7.5048,6.01801,56.04068,0.00819,52.78535
88.184,7.5048,5.86468,56.04068,0.00819,51.44041
88.284,7.50479,6.00563,56.04068,0.00819,52.67674
88.384,7.50478,5.91265,56.04068,0.00819,51.8612
88.484,7.50477,5.98644,56.04068,0.00819,52.50838
88.584,7.50476,5.97294,56.04068,0.00819,52.39
88.684,7.50475,5.9417,56.04276,0.00819,52.11598
88.784,7.50475,6.01393,56.04276,0.00819,52.74951
88.884,7.50475,5.89311,56.04276,0.00819,51.68982
88.984,7.50474,6.03471,56.04276,0.00819,52.93183
89.084,7.50473,5.85083,56.04276,0.00819,51.3189
89.184,7.50472,6.04183,56.04253,0.00819,52.9942
89.284,7.50472,5.85992,56.04253,0.00819,51.39869
89.384,7.50471,6.03769,56.04253,0.00819,52.95791
89.484,7.5047,5.9104,56.04253,0.00819,51.8414
89.584,7.50469,6.01194,56.04253,0.00819,52.73207
89.684,7.50467,5.98396,56.04253,0.00819,52.48669
89.784,7.50466,5.96703,56.04538,0.00819,52.3382
89.884,7.50466,6.02802,56.04538,0.00819,52.87314
89.984,7.50464,5.91856,56.04538,0.00819,51.91297
90.084,7.50464,6.03757,56.04538,0.00819,52.95691
90.184,7.50463,5.87979,56.04538,0.00819,51.57296
90.284,7.50462,6.04169,56.04538,0.00819,52.99304
90.384,7.50461,5.8716,56.04819,0.00819,51.50113
90.484,7.5046,6.05058,56.04819,0.00819,53.07099
90.584,7.50459,5.89924,56.04819,0.00818,51.74359
90.684,7.50458,6.04458,56.04819,0.00818,53.01835
90.784,7.50458,5.93379,56.04819,0.00818,52.04656
90.884,7.50457,6.00332,56.05431,0.00818,52.6565
90.984,7.50456,5.97237,56.05431,0.00818,52.38495
91.084,7.50455,5.96246,56.05431,0.00818,52.29805
91.184,7.50454,6.00135,56.05431,0.00818,52.63922
91.284,7.50453,5.89389,56.05431,0.00818,51.6966
91.384,7.50452,6.01125,56.05431,0.00818,52.72604
91.484,7.50452,5.85052,56.06065,0.00818,51.31624
91.584,7.50451,6.03359,56.06065,0.00818,52.92196
91.684,7.5045,5.86178,56.06065,0.00818,51.41503
91.784,7.50449,6.0478,56.06065,0.00818,53.04657
91.884,7.50448,5.88904,56.06065,0.00818,51.6541
91.984,7.50447,6.04327,56.06065,0.00818,53.00688
92.084,7.50445,5.9132,56.06622,0.00818,51.866
92.184,7.50444,6.00941,56.06622,0.00818,52.70988
92.284,7.50443,5.93872,56.06622,0.00818,52.08986
92.384,7.50442,5.93351,56.06622,0.00818,52.04413
92.484,7.50441,5.96023,56.06622,0.00818,52.27853
92.584,7.5044,5.87817,56.06622,0.00818,51.55871
92.684,7.50439,6.01298,56.07232,0.00818,52.74122
92.784,7.50438,5.8592,56.07232,0.00818,51.39234
92.884,7.50437,6.04707,56.07232,0.00818,53.04021
92.984,7.50436,5.87805,56.07232,0.00818,51.55767
93.084,7.50435,6.05659,56.07232,0.00818,53.12368
93.184,7.50434,5.89022,56.07232,0.00818,51.66442
93.284,7.50433,6.04259,56.07584,0.00818,53.0009
93.384,7.50431,5.93236,56.07584,0.00818,52.03405
93.484,7.5043,5.98884,56.07584,0.00818,52.52947
93.584,7.50428,5.97061,56.07584,0.00818,52.36959
93.684,7.50427,5.92796,56.07584,0.00818,51.99545
93.784,7.50426,5.99577,56.07729,0.00818,52.59027
93.884,7.50424,5.89305,56.07729,0.00818,51.68927
93.984,7.50423,6.04483,56.07729,0.00818,53.02052
94.084,7.50421,5.882,56.07729,0.00818,51.59235
